civic_f
-.8709806
.0481484
.5397019
-.7654962
1.319277
2.506813
1.573003
.2894373
1.283078
1.553823
.9199802
.4982899
.082594
-.0090741
.5486415
.8798068
1.111925
1.261357
.8544715
.5630507
-.4897238
-.648265
.5488167
-.2899697
-1.448827
-.3974025
-.5770091
-1.138742
1.485436
1.64228
.302228
-.1042007
-1.396071
-.3548355
-.0856779
.5019274
.4883905
-1.75417
-.7921777
-1.469621
.6077197
1.453107
-.322359
-.7886662
-.741336
-1.145797
-1.016453
-.2996508
-1.224703
-1.461689
-1.476166
-.9573249
-.4314983
-.9265561
1.022438
-.5266934
.0253947
