summer_leisure_f
-.9636926
-.5785924
-.0676788
-.059173
.8580148
1.97262
1.945733
.8918275
-.0837212
-.7566133
-1.23675
-.7444662
-1.0011
-.8067376
.1153827
.2753344
1.064436
2.012408
1.582288
.9657266
.0228372
-.9392053
-1.126995
-.895942
-1.056139
-1.090631
-.3385888
-.232507
.8729766
1.60759
1.361334
.4746484
-.4415987
-1.014087
-1.059993
-.8634335
-1.05206
-.9011589
-.1429452
-.1133568
.7950184
1.769163
1.688754
.7489037
-.366374
-.7338752
-.9746693
-.7998384
-1.040656
-1.099135
-.5966802
-.4957875
.3091128
1.343524
1.336688
.3404478
-.6805878
