region,date,terrorisme
Auvergne,2013m1,-.60054374
Auvergne,2013m2,-.52046835
Auvergne,2013m3,-.56286263
Auvergne,2013m4,-.40147412
Auvergne,2013m5,-.45284012
Auvergne,2013m6,-.59322411
Auvergne,2013m7,-.044696409
Auvergne,2013m8,-.42798838
Auvergne,2013m9,-.55743748
Auvergne,2013m10,-.6220476
Auvergne,2013m11,-.65442979
Auvergne,2013m12,-.55186665
Auvergne,2014m1,-.70635372
Auvergne,2014m2,-.54731345
Auvergne,2014m3,-.56334507
Auvergne,2014m4,-.54814696
Auvergne,2014m5,-.49529096
Auvergne,2014m6,-.55955523
Auvergne,2014m7,-.23099624
Auvergne,2014m8,-.33708674
Auvergne,2014m9,-.4019779
Auvergne,2014m10,-.14902145
Auvergne,2014m11,-.25384989
Auvergne,2014m12,.066816993
Auvergne,2015m1,1.7915001
Auvergne,2015m2,-.15436475
Auvergne,2015m3,-.18916115
Auvergne,2015m4,-.098993398
Auvergne,2015m5,-.14891529
Auvergne,2015m6,-.19134083
Auvergne,2015m7,-.078555144
Auvergne,2015m8,.10573345
Auvergne,2015m9,-.26030707
Auvergne,2015m10,-.20299241
Auvergne,2015m11,4.5875421
Auvergne,2015m12,.30015746
Auvergne,2016m1,-.083900958
Auvergne,2016m2,-.0054528983
Auvergne,2016m3,.82322127
Auvergne,2016m4,-.027381867
Auvergne,2016m5,-.025409572
Auvergne,2016m6,.3288241
Auvergne,2016m7,1.9694899
Auvergne,2016m8,.66163355
Auvergne,2016m9,-.17303972
Auvergne,2016m10,-.098721728
Auvergne,2016m11,-.23212659
Auvergne,2016m12,.38916421
Auvergne,2017m1,.40020585
Auvergne,2017m2,.59632647
Auvergne,2017m3,-.10336019
