date,cat_financial_security
2008m1,.2009332
2008m2,-.4068525
2008m3,-.8902061
2008m4,-1.082496
2008m5,-1.104943
2008m6,-.9891199
2008m7,-.9107661
2008m8,-.9602743
2008m9,-1.014201
2008m10,-1.261912
2008m11,-1.459684
2008m12,-1.164228
2009m1,-.8635217
2009m2,-.8736204
2009m3,-1.09316
2009m4,-1.45715
2009m5,-1.618199
2009m6,-1.474166
2009m7,-1.386688
2009m8,-1.239462
2009m9,-1.066901
2009m10,-.3038096
2009m11,.3948862
2009m12,.704741
2010m1,.6521224
2010m2,.601388
2010m3,.9981893
2010m4,1.325981
2010m5,1.445401
2010m6,1.546228
2010m7,1.579847
2010m8,1.221993
2010m9,.6920763
2010m10,.3324047
2010m11,.3344974
2010m12,.5170513
2011m1,.3546318
2011m2,-.0087213
2011m3,-.4098426
2011m4,-.6026192
2011m5,-.6396289
2011m6,-.423433
2011m7,-.2863285
2011m8,-.3579378
2011m9,-.5355202
2011m10,-.7225775
2011m11,-.9847738
2011m12,-1.041213
2012m1,-.6141907
2012m2,-.336771
2012m3,-.2792858
2012m4,-.370908
2012m5,-.3256891
2012m6,-.2681481
2012m7,-.2054257
2012m8,-.3698938
2012m9,-.6123273
2012m10,-.8084586
2012m11,-.7469209
2012m12,-.3112365
2013m1,.255167
2013m2,.3551544
2013m3,.204442
2013m4,-.078933
2013m5,-.3710499
2013m6,-.487739
2013m7,-.3420708
2013m8,-.350702
2013m9,-.3642277
2013m10,-.2629513
2013m11,-.4616339
2013m12,-.5594794
2014m1,-.2325495
2014m2,.1521593
2014m3,.3201512
2014m4,.356345
2014m5,.3528585
2014m6,.562838
2014m7,.6856011
2014m8,.5926046
2014m9,.5359434
2014m10,.5657891
2014m11,.5554018
2014m12,.6237131
2015m1,.8964756
2015m2,1.145883
2015m3,1.327026
2015m4,1.344398
2015m5,1.14486
2015m6,1.334905
2015m7,1.454049
2015m8,1.22858
2015m9,.9348589
2015m10,.7292224
2015m11,.552523
2015m12,.6672094
2016m1,1.045362
2016m2,1.271483
2016m3,1.486547
2016m4,1.810627
