region,date,valeurs_république
Ile-de-France,2013m1,-.55880696
Ile-de-France,2013m2,-.52012706
Ile-de-France,2013m3,-.86411887
Ile-de-France,2013m4,-1.1287904
Ile-de-France,2013m5,-1.0776513
Ile-de-France,2013m6,-1.0852658
Ile-de-France,2013m7,-1.2534108
Ile-de-France,2013m8,-1.5779816
Ile-de-France,2013m9,.38915169
Ile-de-France,2013m10,.22326915
Ile-de-France,2013m11,.38584194
Ile-de-France,2013m12,-.4055846
Ile-de-France,2014m1,.5937928
Ile-de-France,2014m2,.61080533
Ile-de-France,2014m3,.46747103
Ile-de-France,2014m4,-.78544074
Ile-de-France,2014m5,-.53687257
Ile-de-France,2014m6,-1.2068245
Ile-de-France,2014m7,-1.7162206
Ile-de-France,2014m8,-1.6522056
Ile-de-France,2014m9,.09327241
Ile-de-France,2014m10,-.19826217
Ile-de-France,2014m11,.26058865
Ile-de-France,2014m12,-.67412633
Ile-de-France,2015m1,1.7848128
Ile-de-France,2015m2,.11847506
Ile-de-France,2015m3,.3623701
Ile-de-France,2015m4,-.17695969
Ile-de-France,2015m5,.061791889
Ile-de-France,2015m6,-.33540282
Ile-de-France,2015m7,-1.2661822
Ile-de-France,2015m8,-1.2015691
Ile-de-France,2015m9,.75988162
Ile-de-France,2015m10,.53584778
Ile-de-France,2015m11,1.7360216
Ile-de-France,2015m12,.75712836
Ile-de-France,2016m1,1.589016
Ile-de-France,2016m2,.65092182
Ile-de-France,2016m3,.4267031
Ile-de-France,2016m4,.97680509
Ile-de-France,2016m5,.42030764
Ile-de-France,2016m6,.16304275
Ile-de-France,2016m7,-1.1349754
Ile-de-France,2016m8,-.89102012
Ile-de-France,2016m9,1.10833
Ile-de-France,2016m10,1.0582306
Ile-de-France,2016m11,1.4725748
Ile-de-France,2016m12,.52732021
Ile-de-France,2017m1,1.0748219
Ile-de-France,2017m2,.8752839
Ile-de-France,2017m3,1.3138216
