region,date,droite_id
Lorraine,2013m1,.15048683
Lorraine,2013m2,-.34721458
Lorraine,2013m3,-.0079258224
Lorraine,2013m4,-.31517735
Lorraine,2013m5,-.24857688
Lorraine,2013m6,-.38052776
Lorraine,2013m7,-.65311432
Lorraine,2013m8,-.68802375
Lorraine,2013m9,.18765387
Lorraine,2013m10,-.15489139
Lorraine,2013m11,-.062741101
Lorraine,2013m12,-.63979149
Lorraine,2014m1,-.13135923
Lorraine,2014m2,.072619244
Lorraine,2014m3,-.43667841
Lorraine,2014m4,-.094776109
Lorraine,2014m5,-.42324436
Lorraine,2014m6,-.57100922
Lorraine,2014m7,-.55171967
Lorraine,2014m8,-.92640144
Lorraine,2014m9,1.0922542
Lorraine,2014m10,.69544214
Lorraine,2014m11,.31748176
Lorraine,2014m12,-.49416041
Lorraine,2015m1,.67383122
Lorraine,2015m2,.23953427
Lorraine,2015m3,-.030710017
Lorraine,2015m4,.0042871237
Lorraine,2015m5,.26677495
Lorraine,2015m6,-.74940264
Lorraine,2015m7,-.73725772
Lorraine,2015m8,-.34418762
Lorraine,2015m9,.76813614
Lorraine,2015m10,.62255991
Lorraine,2015m11,.34000736
Lorraine,2015m12,.20359105
Lorraine,2016m1,.50011063
Lorraine,2016m2,.30653754
Lorraine,2016m3,-.053151634
Lorraine,2016m4,.31688255
Lorraine,2016m5,-.009490598
Lorraine,2016m6,-.6361739
Lorraine,2016m7,-.28861168
Lorraine,2016m8,-.3403559
Lorraine,2016m9,1.2153066
Lorraine,2016m10,.4243978
Lorraine,2016m11,.42275828
Lorraine,2016m12,.20837331
Lorraine,2017m1,.61574703
Lorraine,2017m2,.58151168
Lorraine,2017m3,.7476027
