date,swb_worry
2008m1,-.7335846
2008m2,-.7052964
2008m3,-.6721561
2008m4,-.6919864
2008m5,-.5486162
2008m6,-.3305385
2008m7,-.1829454
2008m8,.0551875
2008m9,.5990582
2008m10,.9668459
2008m11,1.117915
2008m12,1.433
2009m1,1.740783
2009m2,1.700806
2009m3,1.438658
2009m4,1.193458
2009m5,1.267695
2009m6,1.42326
2009m7,1.393993
2009m8,1.360579
2009m9,1.592257
2009m10,2.106667
2009m11,2.27103
2009m12,2.224355
2010m1,1.970066
2010m2,1.794771
2010m3,1.723148
2010m4,1.757675
2010m5,1.783517
2010m6,1.97885
2010m7,2.242647
2010m8,2.293901
2010m9,2.163265
2010m10,2.089534
2010m11,2.263389
2010m12,1.988209
2011m1,1.244022
2011m2,.7045693
2011m3,.5349756
2011m4,.6598802
2011m5,.7656289
2011m6,.9385358
2011m7,1.277792
2011m8,1.538366
2011m9,1.525806
2011m10,1.42033
2011m11,1.203056
2011m12,.9306484
2012m1,.4983646
2012m2,.1184772
2012m3,.0027382
2012m4,.1548456
2012m5,.2979481
2012m6,.397025
2012m7,.3982329
2012m8,.4587929
2012m9,.6792339
2012m10,.9568617
2012m11,.9410712
2012m12,.6069976
2013m1,.1960121
2013m2,-.1063456
2013m3,-.2641819
2013m4,-.3801798
2013m5,-.2583571
2013m6,-.2279576
2013m7,-.2469469
2013m8,-.282154
2013m9,-.2393887
2013m10,.0224865
2013m11,.1827531
2013m12,.2311896
2014m1,.0367262
2014m2,-.2197585
2014m3,-.5092791
2014m4,-.7136086
2014m5,-.8416503
2014m6,-.7780971
2014m7,-.5414668
2014m8,-.4484748
2014m9,-.3533886
2014m10,-.2257544
2014m11,-.108288
2014m12,-.0498202
2015m1,-.0281818
2015m2,-.2977976
2015m3,-.538153
2015m4,-.7070488
2015m5,-.6473814
2015m6,-.4000437
2015m7,.037989
2015m8,.2772779
2015m9,.2951266
2015m10,.2416483
2015m11,.1506668
2015m12,.0917864
2016m1,-.042152
2016m2,-.1311346
2016m3,-.060682
2016m4,.1507418
