date,swb_laugh
2011m1,-.6385457
2011m2,-.4500464
2011m3,-.3150912
2011m4,-.0658751
2011m5,.2634404
2011m6,.3370934
2011m7,.1804319
2011m8,.1255623
2011m9,.725987
2011m10,1.154983
2011m11,.9805346
2011m12,.6425534
2012m1,.2107363
2012m2,.3865746
2012m3,.9586785
2012m4,1.560735
2012m5,2.147784
2012m6,2.178631
2012m7,1.529305
2012m8,.9486794
2012m9,.8425957
2012m10,.7223786
2012m11,.5528539
2012m12,.165023
2013m1,-.1122842
2013m2,.3538046
2013m3,.9557784
2013m4,1.349611
2013m5,1.522265
2013m6,1.469484
2013m7,1.073221
2013m8,.1851972
2013m9,-.1036316
2013m10,.2722336
2013m11,.83069
2013m12,.6580489
2014m1,-.1191421
2014m2,-.3466674
2014m3,.0786318
2014m4,.6741907
2014m5,1.009233
2014m6,.7632821
2014m7,.2621435
2014m8,-.1866555
2014m9,-.2532072
2014m10,.0719722
2014m11,.388734
2014m12,.2259801
2015m1,-.3382117
2015m2,-.649772
2015m3,-.4949535
2015m4,-.1439361
2015m5,.1683368
2015m6,.1964484
2015m7,-.079994
2015m8,-.4957556
2015m9,-.463269
2015m10,-.1245487
2015m11,.1258245
2015m12,.1631184
2016m1,-.1175666
2016m2,-.2520494
2016m3,-.2191552
2016m4,-.0288046
