date,cat_education
2008m1,-.2139521
2008m2,-.3958859
2008m3,-.4668104
2008m4,-.594249
2008m5,-.9998783
2008m6,-1.356833
2008m7,-1.355601
2008m8,-1.118297
2008m9,-.6103902
2008m10,-.3070863
2008m11,-.3839954
2008m12,-.655701
2009m1,-.6540403
2009m2,-.6209894
2009m3,-.6268891
2009m4,-.8327447
2009m5,-1.105401
2009m6,-1.26622
2009m7,-1.124524
2009m8,-.4927852
2009m9,.4854934
2009m10,1.364334
2009m11,1.866545
2009m12,1.806988
2010m1,1.965795
2010m2,1.960914
2010m3,1.839936
2010m4,1.597831
2010m5,.919844
2010m6,.2016998
2010m7,.0537235
2010m8,.4820065
2010m9,.8277162
2010m10,.7381638
2010m11,.4717291
2010m12,.360382
2011m1,.7018742
2011m2,.9381467
2011m3,.9392394
2011m4,.7725097
2011m5,.2612889
2011m6,-.2621342
2011m7,-.371527
2011m8,.184496
2011m9,.9427454
2011m10,1.189758
2011m11,.7957882
2011m12,.3924558
2012m1,.396907
2012m2,.5320973
2012m3,.486964
2012m4,.2102427
2012m5,-.3072417
2012m6,-.8225424
2012m7,-.9298664
2012m8,-.4364932
2012m9,.3131812
2012m10,.6278887
2012m11,.378173
2012m12,-.0953947
2013m1,-.1137632
2013m2,.0914688
2013m3,.2489916
2013m4,.2182223
2013m5,-.2775764
2013m6,-.8714863
2013m7,-.99524
2013m8,-.5104249
2013m9,.2156054
2013m10,.4294889
2013m11,.1790645
2013m12,-.1421006
2014m1,-.1363168
2014m2,-.0651374
2014m3,-.1040149
2014m4,-.2901098
2014m5,-.6590454
2014m6,-1.039304
2014m7,-1.120137
2014m8,-.6445755
2014m9,.0551074
2014m10,.2266224
2014m11,.0638149
2014m12,-.0307686
2015m1,.1838909
2015m2,.3726729
2015m3,.3537
2015m4,.011778
2015m5,-.6823007
2015m6,-1.175902
2015m7,-1.212733
2015m8,-.642928
2015m9,.1514887
2015m10,.3453143
2015m11,.017825
2015m12,-.2240983
2016m1,-.142023
2016m2,-.0157147
2016m3,-.1793825
2016m4,-.4893561
