date,cat_family
2008m1,-1.853447
2008m2,-1.890868
2008m3,-2.008013
2008m4,-2.143883
2008m5,-2.310236
2008m6,-2.413231
2008m7,-2.272269
2008m8,-1.818746
2008m9,-1.252542
2008m10,-.9636785
2008m11,-.9906289
2008m12,-1.141354
2009m1,-1.273169
2009m2,-1.315657
2009m3,-1.294946
2009m4,-1.348343
2009m5,-1.328112
2009m6,-1.249534
2009m7,-1.072443
2009m8,-.5694917
2009m9,.1052216
2009m10,.5829235
2009m11,.8038867
2009m12,.7297757
2010m1,.5249109
2010m2,.4294896
2010m3,.4689589
2010m4,.462092
2010m5,.3851793
2010m6,.1961513
2010m7,.1601787
2010m8,.5829295
2010m9,1.12644
2010m10,1.417051
2010m11,1.305263
2010m12,.8386698
2011m1,.3497205
2011m2,.0432102
2011m3,-.1011852
2011m4,-.1590417
2011m5,-.1580058
2011m6,-.1295604
2011m7,.0418256
2011m8,.5249274
2011m9,1.181163
2011m10,1.404302
2011m11,1.168733
2011m12,.8045257
2012m1,.5184039
2012m2,.3883519
2012m3,.2534661
2012m4,.0933233
2012m5,.0652386
2012m6,.1258542
2012m7,.2941219
2012m8,.7195022
2012m9,1.067621
2012m10,1.098394
2012m11,.6849646
2012m12,.2397628
2013m1,.0033925
2013m2,.0306432
2013m3,.0810037
2013m4,-.073862
2013m5,-.4008913
2013m6,-.5601373
2013m7,-.2593009
2013m8,.4611057
2013m9,1.246772
2013m10,1.613176
2013m11,1.396906
2013m12,.8589481
2014m1,.3376687
2014m2,-.0032173
2014m3,-.1900025
2014m4,-.3127829
2014m5,-.4222988
2014m6,-.5133021
2014m7,-.3658602
2014m8,.0447164
2014m9,.5536919
2014m10,.8610506
2014m11,.88515
2014m12,.7020666
2015m1,.5144196
2015m2,.3064293
2015m3,.0273768
2015m4,-.2803486
2015m5,-.4973655
2015m6,-.5257335
2015m7,-.3942285
2015m8,.0370895
2015m9,.5551856
2015m10,.8430147
2015m11,.8460634
2015m12,.6919163
2016m1,.4843955
2016m2,.3578751
2016m3,.3534071
2016m4,.5777169
