learn
-1.352901
-.1471037
.6396191
.5367653
.4150136
-1.022895
-.7096093
-1.043807
.5993101
.7748778
1.29677
.1518701
-.2262011
1.013728
1.532666
1.362856
.2914506
-.3849979
.4641867
.8631672
1.451
1.347823
-.3369779
-.2710355
-.7257617
.6857362
1.586513
1.448287
.9746592
.1006881
-.2497196
-.058719
.9029778
2.155326
2.209894
-.432881
-1.715838
-.0755984
.3655787
.5993108
.9837677
-.0110511
-.595553
.8526626
.7741504
1.829669
1.389093
-.4840164
-1.465203
-.1649437
.389479
.6962061
.9803464
-.7850652
-1.043567
-.4528442
.3308425
