date,cat_social_progress
2008m1,-.3081343
2008m2,-.1856644
2008m3,-.1579822
2008m4,-.2651782
2008m5,-.7060021
2008m6,-1.127767
2008m7,-1.226061
2008m8,-.924727
2008m9,-.3492968
2008m10,-.0359271
2008m11,-.1402541
2008m12,-.4039226
2009m1,-.2649494
2009m2,.046013
2009m3,.2432745
2009m4,.3091534
2009m5,-.00152
2009m6,-.421362
2009m7,-.5265598
2009m8,-.1675552
2009m9,.4700708
2009m10,.6593009
2009m11,.5469912
2009m12,.2464463
2010m1,.3247843
2010m2,.6866019
2010m3,.8865684
2010m4,.7612155
2010m5,.2721805
2010m6,-.3960312
2010m7,-.7960267
2010m8,-.7139055
2010m9,-.3785334
2010m10,-.2499348
2010m11,-.4115855
2010m12,-.6709854
2011m1,-.765529
2011m2,-.7226025
2011m3,-.6928358
2011m4,-.7596305
2011m5,-1.009916
2011m6,-1.293812
2011m7,-1.268142
2011m8,-.8981426
2011m9,-.4026557
2011m10,-.3086929
2011m11,-.533285
2011m12,-.801259
2012m1,-.7242815
2012m2,-.5221837
2012m3,-.4794634
2012m4,-.5230365
2012m5,-.8306596
2012m6,-1.217458
2012m7,-1.312016
2012m8,-.9660215
2012m9,-.4082512
2012m10,-.2685093
2012m11,-.3816628
2012m12,-.5475482
2013m1,-.4643284
2013m2,-.3638716
2013m3,-.3278361
2013m4,-.2297456
2013m5,-.4433563
2013m6,-.7750588
2013m7,-.8077689
2013m8,-.4448099
2013m9,.1569786
2013m10,.3640127
2013m11,.2136802
2013m12,.058575
2014m1,.2675532
2014m2,.5515242
2014m3,.6121082
2014m4,.6944644
2014m5,.3816744
2014m6,-.1574269
2014m7,-.2720681
2014m8,.2924641
2014m9,1.206383
2014m10,1.533309
2014m11,1.385599
2014m12,1.207965
2015m1,1.3721
2015m2,1.666261
2015m3,1.825373
2015m4,1.724487
2015m5,1.144965
2015m6,.2693456
2015m7,-.150818
2015m8,.2492778
2015m9,1.074404
2015m10,1.316604
2015m11,1.189184
2015m12,1.033901
2016m1,1.230987
2016m2,1.471159
2016m3,1.423327
2016m4,1.534281
