date,cat_family
2008m1,-1.790724
2008m2,-2.070667
2008m3,-2.290685
2008m4,-2.472492
2008m5,-2.630676
2008m6,-2.655016
2008m7,-2.281551
2008m8,-1.54937
2008m9,-.8395284
2008m10,-.327902
2008m11,-.2956989
2008m12,-.4803903
2009m1,-.6441843
2009m2,-.7781185
2009m3,-.8549474
2009m4,-.9302068
2009m5,-1.100108
2009m6,-1.1486
2009m7,-.8620889
2009m8,-.2749967
2009m9,.3462661
2009m10,.8707415
2009m11,1.045774
2009m12,.9249816
2010m1,.7607213
2010m2,.6923414
2010m3,.5802947
2010m4,.4812243
2010m5,.2081399
2010m6,-.0400956
2010m7,.1403403
2010m8,.646793
2010m9,1.232708
2010m10,1.619077
2010m11,1.508426
2010m12,1.060654
2011m1,.5141824
2011m2,.1157268
2011m3,-.0517337
2011m4,-.1774892
2011m5,-.2838484
2011m6,-.1924683
2011m7,.1418817
2011m8,.7353996
2011m9,1.295775
2011m10,1.7039
2011m11,1.692858
2011m12,1.436502
2012m1,1.068763
2012m2,.5290624
2012m3,.0871545
2012m4,-.2157158
2012m5,-.4621874
2012m6,-.5407511
2012m7,-.3056066
2012m8,.1218121
2012m9,.5341808
2012m10,.7730064
2012m11,.7169887
2012m12,.585617
2013m1,.3673189
2013m2,.1375881
2013m3,-.1269834
2013m4,-.4091778
2013m5,-.6730827
2013m6,-.8016642
2013m7,-.4661078
2013m8,.1943796
2013m9,.8114004
2013m10,1.088168
2013m11,.8669141
2013m12,.4588283
2014m1,.0729844
2014m2,-.1656062
2014m3,-.3393177
2014m4,-.5595666
2014m5,-.79308
2014m6,-.8220699
2014m7,-.5556839
2014m8,-.0709715
2014m9,.3964333
2014m10,.6333448
2014m11,.7067901
2014m12,.6042933
2015m1,.4265028
2015m2,.2693793
2015m3,.0651505
2015m4,-.2432715
2015m5,-.4873829
2015m6,-.5946531
2015m7,-.4054805
2015m8,.0960323
2015m9,.5423909
2015m10,.6870434
2015m11,.69662
2015m12,.6466727
2016m1,.5633761
2016m2,.4616078
2016m3,.449157
2016m4,.6482788
