region,date,juifs
Bourgogne,2013m1,1.0416936
Bourgogne,2013m2,.50262403
Bourgogne,2013m3,.75003678
Bourgogne,2013m4,.36845821
Bourgogne,2013m5,-.26344508
Bourgogne,2013m6,.2695567
Bourgogne,2013m7,-.30628809
Bourgogne,2013m8,.26865095
Bourgogne,2013m9,.54094964
Bourgogne,2013m10,-1.2380967
Bourgogne,2013m11,-.17455038
Bourgogne,2013m12,1.7060692
Bourgogne,2014m1,3.9768295
Bourgogne,2014m2,.4577066
Bourgogne,2014m3,-.31272155
Bourgogne,2014m4,-.91420931
Bourgogne,2014m5,.63098741
Bourgogne,2014m6,.35255885
Bourgogne,2014m7,.62452871
Bourgogne,2014m8,.739775
Bourgogne,2014m9,.50915283
Bourgogne,2014m10,.38252786
Bourgogne,2014m11,-.75967634
Bourgogne,2014m12,.32467139
Bourgogne,2015m1,.99053013
Bourgogne,2015m2,.56077451
Bourgogne,2015m3,-.24191856
Bourgogne,2015m4,-.68908596
Bourgogne,2015m5,.45104182
Bourgogne,2015m6,-.53835696
Bourgogne,2015m7,-.89695847
Bourgogne,2015m8,-.42619669
Bourgogne,2015m9,-.96440029
Bourgogne,2015m10,-.90664059
Bourgogne,2015m11,-.21302594
Bourgogne,2015m12,-.097039908
Bourgogne,2016m1,-.60015959
Bourgogne,2016m2,-.002235977
Bourgogne,2016m3,-.048118997
Bourgogne,2016m4,-.77869415
Bourgogne,2016m5,-.57481647
Bourgogne,2016m6,-.48226154
Bourgogne,2016m7,-1.1504917
Bourgogne,2016m8,-.53196442
Bourgogne,2016m9,-1.0071554
Bourgogne,2016m10,-.34746009
Bourgogne,2016m11,-.63556594
Bourgogne,2016m12,-.087362841
Bourgogne,2017m1,.52126569
Bourgogne,2017m2,-.69715869
Bourgogne,2017m3,-.00021213293
