date,cat_health_worries
2011m1,2.470312
2011m2,1.920089
2011m3,1.421618
2011m4,1.325477
2011m5,1.431552
2011m6,1.428698
2011m7,1.516062
2011m8,1.52784
2011m9,1.75309
2011m10,1.346316
2011m11,.7638072
2011m12,.5162836
2012m1,.5511227
2012m2,.6879455
2012m3,.6680261
2012m4,.5294833
2012m5,.3952506
2012m6,.3428342
2012m7,.287562
2012m8,.3993139
2012m9,.5128851
2012m10,.7388704
2012m11,.6470212
2012m12,.5324157
2013m1,.3634273
2013m2,.2190505
2013m3,.0526833
2013m4,-.1213717
2013m5,-.2899628
2013m6,-.326961
2013m7,-.271998
2013m8,-.1718536
2013m9,-.2926367
2013m10,-.3952424
2013m11,-.486139
2013m12,-.5658287
2014m1,-.6981644
2014m2,-.8576912
2014m3,-.9480069
2014m4,-.8706584
2014m5,-.8056613
2014m6,-.713913
2014m7,-.7000557
2014m8,-.7464328
2014m9,-.7916306
2014m10,-.823517
2014m11,-.5083288
2014m12,-.3299839
2015m1,-.2463796
2015m2,-.4687591
2015m3,-.7093488
2015m4,-.9343622
2015m5,-.9436319
2015m6,-.7644198
2015m7,-.6113025
2015m8,-.5699384
2015m9,-.7062974
2015m10,-.8683215
2015m11,-.9464873
2015m12,-.944963
2016m1,-.8191947
2016m2,-.8257055
2016m3,-.9026672
2016m4,-1.371221
