date,cat_personal_security
2008m1,-.7259333
2008m2,-.4077465
2008m3,-.2423765
2008m4,-.3221374
2008m5,-.5320917
2008m6,-.9173607
2008m7,-1.209312
2008m8,-1.248886
2008m9,-.8459526
2008m10,-.5052074
2008m11,-.2937739
2008m12,-.2166332
2009m1,-.2815687
2009m2,-.1020982
2009m3,.0138672
2009m4,.0185299
2009m5,-.3629861
2009m6,-.7881753
2009m7,-1.000454
2009m8,-.8720418
2009m9,-.3735184
2009m10,.4481763
2009m11,1.197429
2009m12,1.43979
2010m1,1.364609
2010m2,1.491941
2010m3,1.570083
2010m4,1.410512
2010m5,.9754355
2010m6,.4634203
2010m7,.0021967
2010m8,-.2587895
2010m9,-.1095452
2010m10,.1372768
2010m11,.5209804
2010m12,.6321739
2011m1,.4789257
2011m2,.100434
2011m3,-.2415607
2011m4,-.4988907
2011m5,-.7642472
2011m6,-1.043913
2011m7,-.9905278
2011m8,-.8048616
2011m9,-.6250324
2011m10,-.4734161
2011m11,-.3587773
2011m12,-.3230034
2012m1,-.2968627
2012m2,-.2113298
2012m3,-.2099548
2012m4,-.3166532
2012m5,-.5337566
2012m6,-.4497681
2012m7,-.1632523
2012m8,-.3057123
2012m9,-.2089968
2012m10,.2498765
2012m11,1.262836
2012m12,2.488115
2013m1,2.532915
2013m2,1.677462
2013m3,1.095261
2013m4,.8497734
2013m5,.1859207
2013m6,-.574267
2013m7,-.9772597
2013m8,-.9879422
2013m9,-.672222
2013m10,-.4914216
2013m11,-.4861704
2013m12,-.6005948
2014m1,-.611228
2014m2,-.512282
2014m3,-.3706259
2014m4,-.2903184
2014m5,-.4274223
2014m6,-.7347464
2014m7,-.8040127
2014m8,-.5931003
2014m9,-.2536525
2014m10,-.0515117
2014m11,.0388882
2014m12,.0546412
2015m1,.0651472
2015m2,.0237914
2015m3,.0197056
2015m4,-.0491132
2015m5,-.1749957
2015m6,-.2242558
2015m7,-.3038126
2015m8,-.2944227
2015m9,.1871874
2015m10,1.001239
2015m11,1.70087
2015m12,1.61568
2016m1,1.040553
2016m2,.6601412
2016m3,.7557768
2016m4,1.150925
