date,cat_family_stress
2008m1,-.5155725
2008m2,-.6360607
2008m3,-.437057
2008m4,-.3102626
2008m5,-.2154308
2008m6,.0915358
2008m7,.4168683
2008m8,.4064733
2008m9,.1908616
2008m10,-.2820659
2008m11,-.7289072
2008m12,-.5940825
2009m1,.0512658
2009m2,.2934161
2009m3,.3947846
2009m4,.5028056
2009m5,.8678235
2009m6,1.536904
2009m7,2.216928
2009m8,2.202963
2009m9,1.707413
2009m10,1.105698
2009m11,.6153036
2009m12,.4888227
2010m1,.7309623
2010m2,.8236781
2010m3,.9919825
2010m4,1.273965
2010m5,1.655863
2010m6,1.948365
2010m7,2.037761
2010m8,1.642982
2010m9,.9932114
2010m10,.4081323
2010m11,-.0449583
2010m12,-.4064925
2011m1,-.3524358
2011m2,-.3879568
2011m3,-.4887924
2011m4,-.4359779
2011m5,-.1904532
2011m6,.018362
2011m7,.0108948
2011m8,.0080362
2011m9,-.1162151
2011m10,-.3376438
2011m11,-.6744867
2011m12,-.8293424
2012m1,-.6013088
2012m2,-.5130688
2012m3,-.4199753
2012m4,-.297548
2012m5,-.2069269
2012m6,-.0298759
2012m7,.1199579
2012m8,-.0349396
2012m9,-.6450768
2012m10,-1.259441
2012m11,-1.560914
2012m12,-1.415927
2013m1,-.8696803
2013m2,-.6675664
2013m3,-.4237885
2013m4,-.1691848
2013m5,-.1463291
2013m6,-.0044626
2013m7,.236641
2013m8,.173134
2013m9,-.1723214
2013m10,-.8223509
2013m11,-1.476
2013m12,-1.684871
2014m1,-1.254952
2014m2,-.9664468
2014m3,-.8364705
2014m4,-.5993705
2014m5,-.3319385
2014m6,.0144557
2014m7,.2862771
2014m8,.2659537
2014m9,.0079107
2014m10,-.4225333
2014m11,-.8262916
2014m12,-.7373974
2015m1,-.1978854
2015m2,.0659501
2015m3,.3736029
2015m4,.6564649
2015m5,.8406178
2015m6,.9842128
2015m7,.9915383
2015m8,.8157246
2015m9,.2137994
2015m10,-.4896148
2015m11,-.9040549
2015m12,-.8267655
2016m1,-.421128
2016m2,-.2934248
2016m3,-.4394768
2016m4,-.7268037
