date,swb_respect
2011m1,-.0529559
2011m2,-.5241377
2011m3,-.7849137
2011m4,-.9819395
2011m5,-.8661411
2011m6,-.229075
2011m7,.1496823
2011m8,-.0212706
2011m9,-.0841243
2011m10,-.0455747
2011m11,-.0497631
2011m12,-.1406728
2012m1,-.3152812
2012m2,-.7801394
2012m3,-1.488458
2012m4,-2.170046
2012m5,-2.494678
2012m6,-1.987677
2012m7,-1.158898
2012m8,-.7480087
2012m9,-.8499189
2012m10,-.6761913
2012m11,-.4874943
2012m12,-.1830823
2013m1,.0340529
2013m2,-.2424244
2013m3,-.532981
2013m4,-.9943048
2013m5,-1.551692
2013m6,-1.605495
2013m7,-1.44802
2013m8,-1.461079
2013m9,-1.196316
2013m10,-.5596486
2013m11,-.0998338
2013m12,-.1066659
2014m1,.0611016
2014m2,-.0827392
2014m3,-.3794262
2014m4,-.8159053
2014m5,-1.278775
2014m6,-1.019676
2014m7,-.5182879
2014m8,-.4389417
2014m9,-.4768645
2014m10,-.2337227
2014m11,.2682714
2014m12,.6492763
2015m1,.4453424
2015m2,.0631415
2015m3,-.5181471
2015m4,-1.03125
2015m5,-1.437671
2015m6,-1.529107
2015m7,-1.346652
2015m8,-1.279747
2015m9,-1.184775
2015m10,-.8351359
2015m11,-.6980129
2015m12,-.5404539
2016m1,-.5258566
2016m2,-.233638
2016m3,.2558327
2016m4,1.346578
