region,date,crime
Alsace,2013m1,-.4790687
Alsace,2013m2,-.22128963
Alsace,2013m3,-.36263892
Alsace,2013m4,-.87362915
Alsace,2013m5,-.50492835
Alsace,2013m6,.045459114
Alsace,2013m7,-.38037506
Alsace,2013m8,-1.0387933
Alsace,2013m9,-.26196975
Alsace,2013m10,-.45893475
Alsace,2013m11,-.54737157
Alsace,2013m12,-.91756195
Alsace,2014m1,.063386276
Alsace,2014m2,-.091968119
Alsace,2014m3,-.40927598
Alsace,2014m4,-.58891416
Alsace,2014m5,-.32170027
Alsace,2014m6,-.37550443
Alsace,2014m7,-.66160643
Alsace,2014m8,-.78534365
Alsace,2014m9,-.2946822
Alsace,2014m10,-.26043051
Alsace,2014m11,-.012648234
Alsace,2014m12,-.32389861
Alsace,2015m1,.69811982
Alsace,2015m2,1.0781343
Alsace,2015m3,.66707879
Alsace,2015m4,-.22445524
Alsace,2015m5,-.34571096
Alsace,2015m6,.42913124
Alsace,2015m7,-.44956082
Alsace,2015m8,-.10312306
Alsace,2015m9,.13734914
Alsace,2015m10,.22294837
Alsace,2015m11,1.5035427
Alsace,2015m12,-.096128419
Alsace,2016m1,.56398743
Alsace,2016m2,.12043811
Alsace,2016m3,.063162111
Alsace,2016m4,.12169176
Alsace,2016m5,.61711776
Alsace,2016m6,.42061532
Alsace,2016m7,.2284987
Alsace,2016m8,-.24813879
Alsace,2016m9,.77979928
Alsace,2016m10,.7999208
Alsace,2016m11,.47878739
Alsace,2016m12,-.12913913
Alsace,2017m1,.97683996
Alsace,2017m2,.70703971
Alsace,2017m3,.93761611
