date,cat_health_worries
2011m1,1.05652
2011m2,1.586187
2011m3,1.925031
2011m4,2.210513
2011m5,2.196546
2011m6,2.019723
2011m7,1.490583
2011m8,1.247724
2011m9,1.164667
2011m10,.8351756
2011m11,.4401805
2011m12,.4524565
2012m1,.6310675
2012m2,.7195755
2012m3,.6586612
2012m4,.3914964
2012m5,.2350064
2012m6,.2633995
2012m7,.2088211
2012m8,.3269413
2012m9,.5086091
2012m10,.5165741
2012m11,.3759869
2012m12,.0436053
2013m1,.0254745
2013m2,-.0440902
2013m3,-.0385984
2013m4,-.0887911
2013m5,-.1124818
2013m6,.075272
2013m7,.103044
2013m8,-.0515889
2013m9,-.2017006
2013m10,-.3045754
2013m11,-.3078251
2013m12,-.4165375
2014m1,-.5146412
2014m2,-.5994027
2014m3,-.7492609
2014m4,-.7200124
2014m5,-.4952746
2014m6,-.4923601
2014m7,-.568053
2014m8,-.5245515
2014m9,-.1697901
2014m10,.0460964
2014m11,.0583014
2014m12,-.1655617
2015m1,-.1496016
2015m2,-.140905
2015m3,-.4806104
2015m4,-.8443661
2015m5,-1.179047
2015m6,-1.233638
2015m7,-1.181643
2015m8,-1.100723
2015m9,-1.15669
2015m10,-1.073615
2015m11,-1.092724
2015m12,-1.185602
2016m1,-1.304238
2016m2,-1.296455
2016m3,-1.126572
2016m4,-.7017125
