date,cat_social_progress
2011m1,-.258224
2011m2,-.1117903
2011m3,-.0558119
2011m4,-.3280978
2011m5,-.9165255
2011m6,-1.297696
2011m7,-1.386722
2011m8,-.9913895
2011m9,-.3270518
2011m10,.0561931
2011m11,-.0214583
2011m12,-.1770079
2012m1,.0142188
2012m2,.1637656
2012m3,.0464486
2012m4,-.3329
2012m5,-.9622823
2012m6,-1.462556
2012m7,-1.59177
2012m8,-1.157902
2012m9,-.2907198
2012m10,.1517165
2012m11,.0584328
2012m12,-.1485831
2013m1,.0105184
2013m2,.3298968
2013m3,.4165077
2013m4,.0777452
2013m5,-.6125574
2013m6,-1.225658
2013m7,-1.526761
2013m8,-1.380738
2013m9,-.8165761
2013m10,-.309488
2013m11,-.0870677
2013m12,.1198557
2014m1,.4398962
2014m2,.7319493
2014m3,.847621
2014m4,.6983418
2014m5,.1094803
2014m6,-.3934805
2014m7,-.6084746
2014m8,-.3107584
2014m9,.4773104
2014m10,.9956599
2014m11,.9440675
2014m12,.6972057
2015m1,.7851266
2015m2,1.065519
2015m3,1.082224
2015m4,.7516688
2015m5,.0666718
2015m6,-.392202
2015m7,-.450283
2015m8,-.0242965
2015m9,.8304501
2015m10,1.150934
2015m11,1.037921
2015m12,.9048853
2016m1,1.08625
2016m2,1.231982
2016m3,1.30118
2016m4,1.275186
