big_picture_f
.6441489
.6489462
.372877
.1385527
-.1509246
-1.147132
-1.619646
-1.40802
.6201616
.5818916
1.013879
.3028937
.287268
.1095039
.2555872
.2329149
-.3501253
-1.435397
-1.895134
-.8989083
1.329478
.6335319
.5885629
-.112748
-.2602777
.5240543
.1029372
-.0216734
-.2994478
-1.41485
-1.738859
-.8596704
1.41803
.8687983
.8082122
.5382011
.4564573
.8753175
.4209883
.4299988
-.3456965
-1.664944
-1.842621
-.9784354
1.592282
1.163985
1.015028
.8603277
.5658163
.6409985
.8072742
.8856672
-.2660601
-1.546157
-2.135347
-1.142953
1.800459
