date,cat_summer_leisure
2011m1,-.2168431
2011m2,.0678089
2011m3,.4492127
2011m4,.9913924
2011m5,1.582859
2011m6,2.006094
2011m7,2.076467
2011m8,1.646064
2011m9,.8653283
2011m10,.1101545
2011m11,-.3607838
2011m12,-.4703675
2012m1,-.3249612
2012m2,.0061011
2012m3,.4746326
2012m4,1.051121
2012m5,1.575882
2012m6,1.85666
2012m7,1.862385
2012m8,1.434607
2012m9,.6900898
2012m10,-.0293342
2012m11,-.4768194
2012m12,-.6121466
2013m1,-.4386476
2013m2,-.0186843
2013m3,.5467506
2013m4,1.066181
2013m5,1.392313
2013m6,1.24612
2013m7,.4515422
2013m8,-.3348006
2013m9,-.914143
2013m10,-1.23088
2013m11,-1.315418
2013m12,-1.20018
2014m1,-1.009052
2014m2,-.8364234
2014m3,-.6433533
2014m4,-.4472865
2014m5,-.3158028
2014m6,-.3012144
2014m7,-.2489692
2014m8,-.3047806
2014m9,-.5481012
2014m10,-.8500631
2014m11,-1.052756
2014m12,-1.099912
2015m1,-.9928294
2015m2,-.7801952
2015m3,-.4995598
2015m4,-.1450762
2015m5,.2455278
2015m6,.4441368
2015m7,.322952
2015m8,-.0004767
2015m9,-.412477
2015m10,-.8034812
2015m11,-1.080869
2015m12,-1.179249
2016m1,-1.122706
2016m2,-.945661
2016m3,-.6506724
2016m4,-.2474067
