date,cat_family_stress
2011m1,-.3244997
2011m2,-.067088
2011m3,-.0366682
2011m4,-.1105323
2011m5,.121061
2011m6,.6356456
2011m7,.9808722
2011m8,.8597429
2011m9,.4188147
2011m10,-.1007239
2011m11,-.6029245
2011m12,-.7913765
2012m1,-.5578158
2012m2,-.4102644
2012m3,-.2877288
2012m4,.0110622
2012m5,.5282876
2012m6,1.017649
2012m7,1.300246
2012m8,1.153101
2012m9,.5810496
2012m10,-.1061783
2012m11,-.349787
2012m12,-.3757978
2013m1,-.1138364
2013m2,-.2623232
2013m3,-.263795
2013m4,-.0462412
2013m5,-.0387817
2013m6,.3289942
2013m7,.8145825
2013m8,.7371154
2013m9,.1053352
2013m10,-.5274479
2013m11,-.8763316
2013m12,-.8239626
2014m1,-.3079885
2014m2,-.0569838
2014m3,-.3820382
2014m4,-.8215038
2014m5,-1.010463
2014m6,-.1665498
2014m7,1.192198
2014m8,1.547621
2014m9,.8522863
2014m10,.0826346
2014m11,-.4890063
2014m12,-.6892702
2015m1,-.4063531
2015m2,-.2551814
2015m3,-.1900491
2015m4,-.1266135
2015m5,.0691653
2015m6,.5755995
2015m7,1.005582
2015m8,.8168711
2015m9,.0366909
2015m10,-.6696739
2015m11,-1.095361
2015m12,-1.021832
2016m1,-.5195887
2016m2,-.3272311
2016m3,-.2270721
2016m4,.0646567
