respect
.7744706
.0681485
-.8883782
-.5142372
-.9926997
-.098425
-.2954824
-.2644157
-2.002561
-2.769279
-1.52309
-1.065484
.9353055
-1.09113
-1.720215
-.8920326
-.0766636
1.147651
.1331305
.6493754
-1.003306
-.5568142
-.6050423
-.0467465
2.235025
.6722566
-.789282
1.03161
.2465273
-.206961
1.529036
1.309024
.2968192
-.4368776
.6983302
.0006647
1.855205
.3493257
.801784
.2356391
2.098208
.6008216
.7926633
.3066097
-.0488041
1.54003
.1983389
.7592972
1.545964
1.076913
1.869864
1.614709
2.225047
1.786067
.8371276
.0635462
-1.856607
