date,cat_health_worries
2011m1,2.47597
2011m2,2.239528
2011m3,1.681289
2011m4,1.199086
2011m5,1.034412
2011m6,1.01637
2011m7,1.140866
2011m8,1.28343
2011m9,1.324853
2011m10,1.214098
2011m11,1.178913
2011m12,1.17712
2012m1,1.271991
2012m2,1.240576
2012m3,1.065934
2012m4,.8678897
2012m5,.6016778
2012m6,.3554738
2012m7,.1574982
2012m8,.2234741
2012m9,.3938108
2012m10,.5575146
2012m11,.3879055
2012m12,.1932273
2013m1,.1885535
2013m2,.1682077
2013m3,.1161475
2013m4,-.0319206
2013m5,-.3447706
2013m6,-.6060355
2013m7,-.7812861
2013m8,-.8624312
2013m9,-.7712547
2013m10,-.6176046
2013m11,-.6004393
2013m12,-.7287206
2014m1,-.7462131
2014m2,-.6320968
2014m3,-.4523073
2014m4,-.2994024
2014m5,-.2412527
2014m6,-.3032067
2014m7,-.4563954
2014m8,-.440112
2014m9,-.2649142
2014m10,-.1398841
2014m11,-.3662251
2014m12,-.5614637
2015m1,-.4164819
2015m2,-.1448969
2015m3,-.1559924
2015m4,-.4018213
2015m5,-.8318002
2015m6,-1.063951
2015m7,-1.110576
2015m8,-1.191714
2015m9,-1.348506
2015m10,-1.483503
2015m11,-1.569306
2015m12,-1.474009
2016m1,-1.277144
2016m2,-1.079823
2016m3,-.7672604
2016m4,-.1910951
