date,cat_job_growth
2008m1,1.099355
2008m2,.6651813
2008m3,.1143298
2008m4,-.0548797
2008m5,.13509
2008m6,.0454949
2008m7,.0211091
2008m8,-.1260263
2008m9,.0038086
2008m10,.0363957
2008m11,.0006212
2008m12,.1148991
2009m1,-.1728765
2009m2,-.2704167
2009m3,-.0732743
2009m4,.1596244
2009m5,.3384853
2009m6,.242515
2009m7,-.1280575
2009m8,-.3798013
2009m9,-.1868296
2009m10,.3104382
2009m11,.7907968
2009m12,1.125144
2010m1,1.24308
2010m2,1.825891
2010m3,1.791574
2010m4,1.685048
2010m5,1.593693
2010m6,1.364525
2010m7,1.2279
2010m8,1.258019
2010m9,1.775728
2010m10,2.304626
2010m11,2.077569
2010m12,1.145126
2011m1,-.0119631
2011m2,-.5925157
2011m3,-.9136217
2011m4,-.919452
2011m5,-1.129659
2011m6,-1.207048
2011m7,-.9435958
2011m8,-.6540497
2011m9,-.4270689
2011m10,-.4237475
2011m11,-.6889359
2011m12,-.6850466
2012m1,-.3711138
2012m2,.0789101
2012m3,.2747436
2012m4,.0808331
2012m5,-.4703016
2012m6,-.8181851
2012m7,-.9246997
2012m8,-.9082496
2012m9,-.8086466
2012m10,-.9160822
2012m11,-.9406752
2012m12,-.6870734
2013m1,-.4904009
2013m2,-.4201806
2013m3,-.3857789
2013m4,-.3711295
2013m5,-.3779069
2013m6,-.4132478
2013m7,-.5009258
2013m8,-.6474766
2013m9,-.6991971
2013m10,-.811662
2013m11,-.853745
2013m12,-.9306406
2014m1,-1.00984
2014m2,-.8442351
2014m3,-.6196355
2014m4,-.550651
2014m5,-.7643753
2014m6,-.7906734
2014m7,-.6538692
2014m8,-.3948826
2014m9,-.1735968
2014m10,-.0762797
2014m11,-.1245533
2014m12,-.1244874
2015m1,-.0788668
2015m2,.1910313
2015m3,.4660006
2015m4,.5393753
2015m5,.1992591
2015m6,-.1615492
2015m7,-.2924897
2015m8,-.066817
2015m9,.4295137
2015m10,.5525504
2015m11,.4058693
2015m12,.2210941
2016m1,.1471736
2016m2,.426181
2016m3,.6672444
2016m4,1.287142
