region,date,juifs
PACA,2013m1,.71478975
PACA,2013m2,.95088327
PACA,2013m3,.036395047
PACA,2013m4,-.42685887
PACA,2013m5,-.44364503
PACA,2013m6,-.37990674
PACA,2013m7,-.54498267
PACA,2013m8,-.75347841
PACA,2013m9,-.87426358
PACA,2013m10,-.69783831
PACA,2013m11,-.28882575
PACA,2013m12,1.1977643
PACA,2014m1,2.2088225
PACA,2014m2,.23980391
PACA,2014m3,.1563013
PACA,2014m4,-.094187558
PACA,2014m5,-.18973418
PACA,2014m6,-.075245276
PACA,2014m7,1.3900346
PACA,2014m8,.64611256
PACA,2014m9,-.32869583
PACA,2014m10,.40601543
PACA,2014m11,-.013532582
PACA,2014m12,.043649487
PACA,2015m1,2.0052254
PACA,2015m2,.70702541
PACA,2015m3,.10802025
PACA,2015m4,.27103502
PACA,2015m5,.1330412
PACA,2015m6,.033857312
PACA,2015m7,-.66790932
PACA,2015m8,-.085800558
PACA,2015m9,-.67748523
PACA,2015m10,-.43357241
PACA,2015m11,.24212864
PACA,2015m12,.6044715
PACA,2016m1,-.029790038
PACA,2016m2,-.29687068
PACA,2016m3,-.89274955
PACA,2016m4,-.21729748
PACA,2016m5,-.042838883
PACA,2016m6,-.31018662
PACA,2016m7,-.086450592
PACA,2016m8,-.5052523
PACA,2016m9,-1.0538342
PACA,2016m10,-.1187427
PACA,2016m11,-.40360358
PACA,2016m12,-.28546095
PACA,2017m1,-.37176597
PACA,2017m2,-.30251822
PACA,2017m3,-.26742378
