date,swb_worry
2011m1,.155302
2011m2,.0327086
2011m3,-.1818755
2011m4,-.3472416
2011m5,-.4868223
2011m6,-.2960967
2011m7,.1023744
2011m8,.5764607
2011m9,.5745556
2011m10,.1510771
2011m11,-.1730214
2011m12,-.3504444
2012m1,-.2729521
2012m2,-.2986344
2012m3,-.5331087
2012m4,-.7820918
2012m5,-.8370342
2012m6,-.7788838
2012m7,-.5627787
2012m8,-.2118842
2012m9,.1798047
2012m10,.4716562
2012m11,.4000283
2012m12,-.0886065
2013m1,-.4668005
2013m2,-.8509229
2013m3,-1.194844
2013m4,-1.249313
2013m5,-1.089342
2013m6,-.9064956
2013m7,-.8805038
2013m8,-.8232718
2013m9,-.9413975
2013m10,-1.20453
2013m11,-1.431044
2013m12,-1.522158
2014m1,-1.468092
2014m2,-1.443073
2014m3,-1.547235
2014m4,-1.714914
2014m5,-1.913072
2014m6,-1.95024
2014m7,-1.760038
2014m8,-1.568462
2014m9,-1.598855
2014m10,-1.741336
2014m11,-1.900714
2014m12,-1.906231
2015m1,-1.875896
2015m2,-1.992961
2015m3,-2.198202
2015m4,-2.455165
2015m5,-2.636726
2015m6,-2.666768
2015m7,-2.410349
2015m8,-2.08076
2015m9,-1.946423
2015m10,-2.032317
2015m11,-2.250423
2015m12,-2.393063
2016m1,-2.43904
2016m2,-2.434962
2016m3,-2.477343
2016m4,-2.479396
