date,cat_summer_leisure
2011m1,-.6678553
2011m2,-.033633
2011m3,.6187571
2011m4,1.290018
2011m5,1.820054
2011m6,1.971822
2011m7,1.625018
2011m8,.9137756
2011m9,.1545527
2011m10,-.4530375
2011m11,-.8780898
2011m12,-1.02465
2012m1,-.7950166
2012m2,-.2370418
2012m3,.4902635
2012m4,1.109738
2012m5,1.506905
2012m6,1.597199
2012m7,1.231208
2012m8,.582096
2012m9,-.0809859
2012m10,-.6424589
2012m11,-1.002385
2012m12,-1.083231
2013m1,-.8798045
2013m2,-.467948
2013m3,.1123491
2013m4,.6829772
2013m5,1.082521
2013m6,1.13331
2013m7,.7901947
2013m8,.2639098
2013m9,-.2690406
2013m10,-.7033057
2013m11,-1.055674
2013m12,-1.190819
2014m1,-1.058416
2014m2,-.6330351
2014m3,-.0378133
2014m4,.5690075
2014m5,1.014024
2014m6,1.048148
2014m7,.7051018
2014m8,.1323446
2014m9,-.478576
2014m10,-.9454848
2014m11,-1.269497
2014m12,-1.320689
2015m1,-1.122516
2015m2,-.7603478
2015m3,-.2133835
2015m4,.3325064
2015m5,.7108006
2015m6,.6619828
2015m7,.2673898
2015m8,-.2646292
2015m9,-.7688861
2015m10,-1.143183
2015m11,-1.348862
2015m12,-1.339258
2016m1,-1.084802
2016m2,-.5630279
2016m3,.2432227
2016m4,1.156186
