date,swb_sadness
2011m1,-.0343977
2011m2,-.0792972
2011m3,-.1851064
2011m4,-.3443058
2011m5,-.4385005
2011m6,-.4770752
2011m7,-.3769194
2011m8,-.3333321
2011m9,-.4295291
2011m10,-.2725454
2011m11,.2164209
2011m12,.3542756
2012m1,.2296632
2012m2,.3287175
2012m3,.3592097
2012m4,.0137904
2012m5,-.5648443
2012m6,-.8599983
2012m7,-.6066075
2012m8,.019031
2012m9,.1913477
2012m10,.2666926
2012m11,.7201323
2012m12,1.422925
2013m1,1.329887
2013m2,.8346453
2013m3,.3123484
2013m4,-.0309707
2013m5,-.1051804
2013m6,-.0762753
2013m7,.0527526
2013m8,.393507
2013m9,.6684144
2013m10,.7450738
2013m11,.8170761
2013m12,.8743926
2014m1,.762153
2014m2,.4704119
2014m3,.3231714
2014m4,.1362472
2014m5,.0015448
2014m6,-.3872739
2014m7,-.5525445
2014m8,-.2636428
2014m9,-.2273043
2014m10,-.4342124
2014m11,-.4742223
2014m12,-.4220694
2015m1,-.3213329
2015m2,-.4310153
2015m3,-.9911663
2015m4,-1.24825
2015m5,-1.309189
2015m6,-1.661284
2015m7,-1.567537
2015m8,-.9712672
2015m9,-.9286756
2015m10,-.8686748
2015m11,-.6272689
2015m12,-.6665079
2016m1,-.9222265
2016m2,-1.248404
2016m3,-1.663481
2016m4,-2.256124
