region,date,travail
Alsace,2013m1,.70751357
Alsace,2013m2,.22447926
Alsace,2013m3,.49372846
Alsace,2013m4,-.2544274
Alsace,2013m5,-.34223357
Alsace,2013m6,-.21390417
Alsace,2013m7,-1.2101147
Alsace,2013m8,-.98682165
Alsace,2013m9,.28139839
Alsace,2013m10,-.12453737
Alsace,2013m11,-.3755759
Alsace,2013m12,-.79360616
Alsace,2014m1,.32840165
Alsace,2014m2,.59561706
Alsace,2014m3,.67283803
Alsace,2014m4,-.43290359
Alsace,2014m5,-.46621507
Alsace,2014m6,.063566677
Alsace,2014m7,-.58870816
Alsace,2014m8,-.50761378
Alsace,2014m9,.78920525
Alsace,2014m10,.27923122
Alsace,2014m11,.16280821
Alsace,2014m12,-.91147918
Alsace,2015m1,.56356144
Alsace,2015m2,.72459489
Alsace,2015m3,.72129971
Alsace,2015m4,.64275199
Alsace,2015m5,.098262988
Alsace,2015m6,.11503205
Alsace,2015m7,-.55148184
Alsace,2015m8,-.65934688
Alsace,2015m9,.23873495
Alsace,2015m10,.046268184
Alsace,2015m11,-.27505445
Alsace,2015m12,-.90758467
Alsace,2016m1,.62217921
Alsace,2016m2,.63545012
Alsace,2016m3,.43151155
Alsace,2016m4,.31620145
Alsace,2016m5,-.019510012
Alsace,2016m6,-.13232461
Alsace,2016m7,-.78654546
Alsace,2016m8,-.64549333
Alsace,2016m9,.71360177
Alsace,2016m10,.12071544
Alsace,2016m11,.016361631
Alsace,2016m12,-.95227814
Alsace,2017m1,.44205374
Alsace,2017m2,.89838207
Alsace,2017m3,.52613991
