date,swb_worry
2008m1,-2.144126
2008m2,-2.42048
2008m3,-2.405909
2008m4,-2.212252
2008m5,-2.031166
2008m6,-1.852105
2008m7,-1.693018
2008m8,-1.400408
2008m9,-.969815
2008m10,-.4319277
2008m11,-.0067777
2008m12,.5872936
2009m1,.8005844
2009m2,.6618877
2009m3,.2315004
2009m4,-.1345423
2009m5,-.064176
2009m6,.2463523
2009m7,.3026177
2009m8,.2398147
2009m9,.3871764
2009m10,.9448248
2009m11,1.020492
2009m12,.7821255
2010m1,.4909958
2010m2,.4696558
2010m3,.4838932
2010m4,.2604965
2010m5,.2575886
2010m6,.4204785
2010m7,.4538143
2010m8,.2682115
2010m9,.0098606
2010m10,-.0044022
2010m11,.2520665
2010m12,.136818
2011m1,-.6480593
2011m2,-1.283644
2011m3,-1.453
2011m4,-1.452828
2011m5,-1.442882
2011m6,-1.160019
2011m7,-.7869382
2011m8,-.5206692
2011m9,-.4845027
2011m10,-.4622377
2011m11,-.4979922
2011m12,-.7059633
2012m1,-1.016321
2012m2,-1.183155
2012m3,-1.420752
2012m4,-1.499569
2012m5,-1.469625
2012m6,-1.332386
2012m7,-1.013954
2012m8,-.6684084
2012m9,-.3347
2012m10,-.0678084
2012m11,-.1015605
2012m12,-.3920873
2013m1,-.832274
2013m2,-1.225898
2013m3,-1.409571
2013m4,-1.538202
2013m5,-1.60722
2013m6,-1.586934
2013m7,-1.541099
2013m8,-1.370498
2013m9,-1.183543
2013m10,-1.0094
2013m11,-.977378
2013m12,-1.055169
2014m1,-1.304115
2014m2,-1.610056
2014m3,-1.91614
2014m4,-2.107675
2014m5,-2.032641
2014m6,-1.690849
2014m7,-1.288965
2014m8,-1.070001
2014m9,-1.052214
2014m10,-1.207772
2014m11,-1.461094
2014m12,-1.667478
2015m1,-1.85087
2015m2,-2.02551
2015m3,-2.14071
2015m4,-2.193024
2015m5,-2.175104
2015m6,-1.935605
2015m7,-1.601926
2015m8,-1.30193
2015m9,-1.18167
2015m10,-1.210987
2015m11,-1.333375
2015m12,-1.433346
2016m1,-1.633119
2016m2,-1.704682
2016m3,-1.658128
2016m4,-1.462863
