date,cat_housing
2011m1,.5405297
2011m2,.2466642
2011m3,.0383976
2011m4,-.1064202
2011m5,-.0355889
2011m6,.2638015
2011m7,.7371421
2011m8,1.350754
2011m9,1.490712
2011m10,1.283704
2011m11,.8845704
2011m12,.8327531
2012m1,1.270565
2012m2,1.48391
2012m3,1.414713
2012m4,1.300227
2012m5,1.359133
2012m6,1.536921
2012m7,1.531756
2012m8,1.180807
2012m9,.7497398
2012m10,.3877384
2012m11,.1448739
2012m12,.2313477
2013m1,.5959726
2013m2,.6671047
2013m3,.5951806
2013m4,.5342304
2013m5,.578498
2013m6,.6635903
2013m7,.4313472
2013m8,-.0752746
2013m9,-.5921458
2013m10,-1.050071
2013m11,-1.387012
2013m12,-1.463696
2014m1,-1.229722
2014m2,-1.072478
2014m3,-.9162228
2014m4,-.778895
2014m5,-.7213226
2014m6,-.6892745
2014m7,-.7682953
2014m8,-.9478709
2014m9,-1.108453
2014m10,-1.192431
2014m11,-1.255751
2014m12,-1.042544
2015m1,-.5017452
2015m2,-.1786724
2015m3,-.0486022
2015m4,-.030442
2015m5,-.0833011
2015m6,-.0958623
2015m7,-.1840713
2015m8,-.4462814
2015m9,-.8794711
2015m10,-1.219961
2015m11,-1.426805
2015m12,-1.349106
2016m1,-.9282991
2016m2,-.4647234
2016m3,-.1448377
2016m4,.0889673
