date,cat_family
2008m1,-2.234898
2008m2,-2.190103
2008m3,-2.123006
2008m4,-2.069631
2008m5,-2.019701
2008m6,-1.949276
2008m7,-1.613764
2008m8,-1.101483
2008m9,-.686837
2008m10,-.5959343
2008m11,-.7692772
2008m12,-1.016026
2009m1,-1.225716
2009m2,-1.315136
2009m3,-1.260514
2009m4,-1.300284
2009m5,-1.27221
2009m6,-1.170039
2009m7,-.8165951
2009m8,-.3034824
2009m9,.3875263
2009m10,1.159215
2009m11,1.352758
2009m12,1.110871
2010m1,.9192796
2010m2,1.016559
2010m3,1.27515
2010m4,1.182908
2010m5,.9927917
2010m6,.7837486
2010m7,.742483
2010m8,1.05855
2010m9,1.420163
2010m10,1.36727
2010m11,1.037606
2010m12,.6365236
2011m1,.2387426
2011m2,.0864105
2011m3,.0794759
2011m4,.1114554
2011m5,.213443
2011m6,.4435885
2011m7,.8096682
2011m8,1.233164
2011m9,1.671508
2011m10,1.813909
2011m11,1.455616
2011m12,.9698108
2012m1,.6021839
2012m2,.2695352
2012m3,.0877311
2012m4,.1080799
2012m5,.1746713
2012m6,.2346818
2012m7,.4733981
2012m8,.7219712
2012m9,.9708546
2012m10,.9143233
2012m11,.5000396
2012m12,.2485778
2013m1,.2011078
2013m2,.2531535
2013m3,.2287074
2013m4,.0975342
2013m5,-.1985104
2013m6,-.340714
2013m7,-.1326481
2013m8,.4345833
2013m9,.9861099
2013m10,1.182191
2013m11,.7708513
2013m12,.1963046
2014m1,-.3003543
2014m2,-.6140752
2014m3,-.7112011
2014m4,-.8109725
2014m5,-.8547342
2014m6,-.7951704
2014m7,-.6224611
2014m8,-.3391345
2014m9,-.048542
2014m10,.1280279
2014m11,.0699461
2014m12,-.0284343
2015m1,-.1107837
2015m2,-.2661711
2015m3,-.370856
2015m4,-.5184703
2015m5,-.597644
2015m6,-.4752296
2015m7,-.1984911
2015m8,.1149456
2015m9,.2984717
2015m10,.3216763
2015m11,.1423532
2015m12,-.0475184
2016m1,-.2035688
2016m2,-.2996887
2016m3,-.279092
2016m4,-.1038281
