date,swb_stress
2011m1,.4036124
2011m2,.5360685
2011m3,.4659612
2011m4,.0067893
2011m5,-.7409016
2011m6,-.9640433
2011m7,-.2524738
2011m8,.9006298
2011m9,1.374665
2011m10,1.206937
2011m11,.5372069
2011m12,.1314264
2012m1,.2128334
2012m2,.2822274
2012m3,.0934909
2012m4,.004449
2012m5,-.0126375
2012m6,-.081756
2012m7,-.0395463
2012m8,.4699228
2012m9,1.082233
2012m10,1.234697
2012m11,.9718184
2012m12,.3605413
2013m1,-.139991
2013m2,-.5581484
2013m3,-.803825
2013m4,-.7733024
2013m5,-.7590635
2013m6,-.6786704
2013m7,-.5239314
2013m8,-.3482481
2013m9,-.3054754
2013m10,-.4143539
2013m11,-.5720376
2013m12,-.4833799
2014m1,.0598909
2014m2,.2364955
2014m3,.0195864
2014m4,-.3305025
2014m5,-.8456986
2014m6,-1.142665
2014m7,-1.05342
2014m8,-.543762
2014m9,-.1553895
2014m10,-.0018404
2014m11,-.0016142
2014m12,.4506481
2015m1,1.36957
2015m2,1.757773
2015m3,1.366008
2015m4,.6973757
2015m5,-.2456462
2015m6,-.7571958
2015m7,-.3448355
2015m8,.4253316
2015m9,.9603484
2015m10,.9096718
2015m11,.3567966
2015m12,.0500623
2016m1,.2766266
2016m2,.6237223
2016m3,.6652833
2016m4,.6304897
