date,swb_job_satisfaction
2008m1,.2866295
2008m2,.1199164
2008m3,-.1522006
2008m4,-.4578238
2008m5,-.6953162
2008m6,-.7026442
2008m7,-.6223711
2008m8,-.5361869
2008m9,-.1888294
2008m10,.4409572
2008m11,1.166034
2008m12,1.843919
2009m1,2.298933
2009m2,2.355397
2009m3,2.200376
2009m4,1.921444
2009m5,1.459028
2009m6,1.138798
2009m7,.9803874
2009m8,1.018378
2009m9,1.331469
2009m10,1.785312
2009m11,1.932735
2009m12,1.50673
2010m1,1.163435
2010m2,.9342772
2010m3,.8752009
2010m4,.9347482
2010m5,1.235566
2010m6,1.521305
2010m7,1.479492
2010m8,1.12018
2010m9,.8422863
2010m10,.8718969
2010m11,.9540384
2010m12,.9441712
2011m1,.6859642
2011m2,.4767078
2011m3,.3414883
2011m4,.1972176
2011m5,.0271945
2011m6,-.0222895
2011m7,-.0294616
2011m8,-.0292466
2011m9,-.0482218
2011m10,.0608896
2011m11,.1590285
2011m12,.194096
2012m1,.1453061
2012m2,.0425635
2012m3,-.0442119
2012m4,-.1423267
2012m5,-.280564
2012m6,-.2945183
2012m7,-.1062594
2012m8,.0978015
2012m9,.29495
2012m10,.4442841
2012m11,.4194106
2012m12,.1242083
2013m1,-.218268
2013m2,-.372888
2013m3,-.3584616
2013m4,-.4106568
2013m5,-.4857848
2013m6,-.5319074
2013m7,-.561228
2013m8,-.4861061
2013m9,-.3630664
2013m10,-.3143949
2013m11,-.3615778
2013m12,-.4095285
2014m1,-.4966676
2014m2,-.5903785
2014m3,-.6625298
2014m4,-.758559
2014m5,-.8750744
2014m6,-.9489632
2014m7,-.984803
2014m8,-1.060582
2014m9,-1.024617
2014m10,-.9760479
2014m11,-1.027413
2014m12,-1.060871
2015m1,-1.005142
2015m2,-.9570142
2015m3,-.9667133
2015m4,-1.056008
2015m5,-1.229923
2015m6,-1.316428
2015m7,-1.233459
2015m8,-1.161314
2015m9,-1.077663
2015m10,-1.055189
2015m11,-1.046234
2015m12,-1.113199
2016m1,-1.24024
2016m2,-1.259639
2016m3,-1.150363
2016m4,-.9352918
