date,swb_anger
2011m1,-1.484948
2011m2,-.9373596
2011m3,-.4615667
2011m4,-.211822
2011m5,.0766679
2011m6,.3550799
2011m7,.7618693
2011m8,1.358188
2011m9,1.452278
2011m10,.8374445
2011m11,-.2008045
2011m12,-.940029
2012m1,-.9656699
2012m2,-.5714949
2012m3,-.1985922
2012m4,-.0756813
2012m5,-.1580119
2012m6,.1213321
2012m7,.5189793
2012m8,1.010208
2012m9,1.308431
2012m10,1.03292
2012m11,.4452768
2012m12,-.005621
2013m1,-.3234678
2013m2,-.2863029
2013m3,-.1594382
2013m4,-.0207943
2013m5,.0714813
2013m6,.2913898
2013m7,.6798047
2013m8,1.189488
2013m9,1.512646
2013m10,1.374927
2013m11,1.071006
2013m12,.8924726
2014m1,.8888303
2014m2,.9907321
2014m3,.943941
2014m4,.7797279
2014m5,.6768416
2014m6,.6452614
2014m7,1.031706
2014m8,1.720802
2014m9,2.143411
2014m10,1.908508
2014m11,1.400648
2014m12,.8938265
2015m1,.7009857
2015m2,.7893052
2015m3,.8913552
2015m4,.9086502
2015m5,1.081653
2015m6,1.049745
2015m7,1.07558
2015m8,1.591936
2015m9,1.956106
2015m10,1.745665
2015m11,1.265089
2015m12,.7499775
2016m1,.3106342
2016m2,.1505134
2016m3,-.2631734
2016m4,-1.21197
