date,cat_healthy_habits
2011m1,1.187038
2011m2,.5908191
2011m3,.1511277
2011m4,-.1204816
2011m5,-.1218838
2011m6,-.0069992
2011m7,-.1164695
2011m8,-.3578674
2011m9,-.6977122
2011m10,-1.047053
2011m11,-1.181601
2011m12,-.9668041
2012m1,-.2220937
2012m2,.2729008
2012m3,.4846833
2012m4,.6660463
2012m5,.680383
2012m6,.5542485
2012m7,.2705155
2012m8,-.2536059
2012m9,-.7312708
2012m10,-.9947939
2012m11,-.9221336
2012m12,-.3482008
2013m1,.8000774
2013m2,1.407347
2013m3,1.605194
2013m4,1.48385
2013m5,1.090812
2013m6,.5893475
2013m7,.0879356
2013m8,-.4128402
2013m9,-.8156328
2013m10,-1.012956
2013m11,-.9727575
2013m12,-.5577093
2014m1,.3506283
2014m2,.8508549
2014m3,1.043363
2014m4,.963301
2014m5,.6569589
2014m6,.264317
2014m7,-.1286138
2014m8,-.6396193
2014m9,-1.121108
2014m10,-1.318569
2014m11,-1.226849
2014m12,-.7665331
2015m1,.074778
2015m2,.4327158
2015m3,.6106834
2015m4,.6902978
2015m5,.5767574
2015m6,.2276256
2015m7,-.1905944
2015m8,-.7228234
2015m9,-1.225676
2015m10,-1.275852
2015m11,-1.0026
2015m12,-.4317238
2016m1,.421896
2016m2,.707916
2016m3,.907878
2016m4,1.20913
