region,date,social
Alsace,2013m1,-.4059959681970732
Alsace,2013m2,.2764879768448217
Alsace,2013m3,.2271898476007794
Alsace,2013m4,.1332837545445987
Alsace,2013m5,-.2795278696077211
Alsace,2013m6,.1232909794364657
Alsace,2013m7,-.389386521918433
Alsace,2013m8,-.3121588336569922
Alsace,2013m9,.2291203619533917
Alsace,2013m10,.1989424345748765
Alsace,2013m11,.5590454696544579
Alsace,2013m12,-.8510466814041138
Alsace,2014m1,.1994721708553178
Alsace,2014m2,.0291237836437566
Alsace,2014m3,-.7843548485210964
Alsace,2014m4,-.6638400842036519
Alsace,2014m5,-.6293230986754809
Alsace,2014m6,-.4810908309050969
Alsace,2014m7,-.4706819972821644
Alsace,2014m8,-.4536160486085074
Alsace,2014m9,-.1134235433169774
Alsace,2014m10,.1512142015354974
Alsace,2014m11,.29677693013634
Alsace,2014m12,-.675297349691391
Alsace,2015m1,.3553087115287781
Alsace,2015m2,.1516176973070417
Alsace,2015m3,.4127474938120161
Alsace,2015m4,-.2164731004408428
Alsace,2015m5,-.107182509132794
Alsace,2015m6,.3809410461357662
Alsace,2015m7,-.7825244345835277
Alsace,2015m8,-.5815012838159289
Alsace,2015m9,.4335406840379749
Alsace,2015m10,-.3326483198574611
Alsace,2015m11,-.7232231561626706
Alsace,2015m12,-.8248182109424046
Alsace,2016m1,.196031751377242
Alsace,2016m2,-.0445562047617776
Alsace,2016m3,-.4447955978768213
Alsace,2016m4,-.4419934544712305
Alsace,2016m5,-.7707787326404026
Alsace,2016m6,
