date,cat_social_progress
2008m1,-.3759947
2008m2,-.7525
2008m3,-.9387524
2008m4,-1.086896
2008m5,-1.18257
2008m6,-1.443443
2008m7,-1.571557
2008m8,-1.386073
2008m9,-.8799654
2008m10,-.644659
2008m11,-.7032688
2008m12,-.8360853
2009m1,-.9285369
2009m2,-.5833929
2009m3,-.2390257
2009m4,-.2789565
2009m5,-.6715449
2009m6,-1.136303
2009m7,-1.245666
2009m8,-.74635
2009m9,.2374108
2009m10,1.269037
2009m11,1.651895
2009m12,1.403781
2010m1,1.028839
2010m2,.7028801
2010m3,.4871806
2010m4,.6570583
2010m5,.6353122
2010m6,.2296787
2010m7,.1100387
2010m8,.4501916
2010m9,.7709576
2010m10,.5303457
2010m11,.0851136
2010m12,-.1505116
2011m1,-.2674395
2011m2,-.228808
2011m3,-.2362503
2011m4,-.2302381
2011m5,-.4078878
2011m6,-.741075
2011m7,-.6098508
2011m8,.0165741
2011m9,.6023012
2011m10,.5125617
2011m11,.3008227
2011m12,-.0407441
2012m1,-.1869734
2012m2,-.0837393
2012m3,.0862822
2012m4,.2217867
2012m5,-.2367002
2012m6,-.8988205
2012m7,-1.035
2012m8,-.4777409
2012m9,.214481
2012m10,.5158974
2012m11,.2990701
2012m12,-.0652978
2013m1,-.0470327
2013m2,.1430241
2013m3,.1328043
2013m4,-.0753742
2013m5,-.4863119
2013m6,-.8939896
2013m7,-.9374028
2013m8,-.6042197
2013m9,-.1123977
2013m10,.1671386
2013m11,.2663407
2013m12,.1946004
2014m1,.2074541
2014m2,.3318477
2014m3,.4624233
2014m4,.4304591
2014m5,-.0618967
2014m6,-.5686147
2014m7,-.8771352
2014m8,-.934568
2014m9,-.7016022
2014m10,-.420365
2014m11,-.20379
2014m12,-.0888029
2015m1,.0415259
2015m2,.2900034
2015m3,.3654236
2015m4,.3433453
2015m5,.0330035
2015m6,-.2323984
2015m7,-.1030285
2015m8,.5447367
2015m9,1.445085
2015m10,1.890067
2015m11,1.818769
2015m12,1.546981
2016m1,1.485413
2016m2,1.747347
2016m3,1.871999
2016m4,2.09826
