date,cat_personal_security
2008m1,-.5617256
2008m2,-.3336767
2008m3,-.2555217
2008m4,-.2811091
2008m5,-.6203456
2008m6,-.9617764
2008m7,-1.198695
2008m8,-1.226298
2008m9,-.8761298
2008m10,-.3389664
2008m11,.1686656
2008m12,.3460088
2009m1,.35302
2009m2,.6544487
2009m3,.8448398
2009m4,.7730319
2009m5,.1783332
2009m6,-.3318359
2009m7,-.5080356
2009m8,-.4206568
2009m9,-.1919842
2009m10,.1007212
2009m11,.2139383
2009m12,.1462458
2010m1,.1079528
2010m2,-.006582
2010m3,-.0005687
2010m4,-.0208278
2010m5,-.1271354
2010m6,-.3885977
2010m7,-.6290488
2010m8,-.6850606
2010m9,-.5487776
2010m10,-.4786825
2010m11,-.3554623
2010m12,-.3089376
2011m1,-.2254466
2011m2,-.2582975
2011m3,-.4430832
2011m4,-.5824617
2011m5,-.7127959
2011m6,-.9230939
2011m7,-.9967635
2011m8,-.9248587
2011m9,-.6242915
2011m10,-.4835384
2011m11,-.3725347
2011m12,-.4273047
2012m1,-.4364159
2012m2,-.4593239
2012m3,-.4119882
2012m4,-.3046984
2012m5,-.2429814
2012m6,-.1573491
2012m7,-.0020816
2012m8,-.2581022
2012m9,-.3154027
2012m10,.0288936
2012m11,1.089001
2012m12,2.627114
2013m1,2.988142
2013m2,2.005682
2013m3,.9623567
2013m4,.3648553
2013m5,-.2561874
2013m6,-.5478316
2013m7,-.4692814
2013m8,-.5602146
2013m9,-.64196
2013m10,-.6527002
2013m11,-.5271274
2013m12,-.4596023
2014m1,-.3718333
2014m2,-.2891232
2014m3,-.2789258
2014m4,-.2400808
2014m5,-.3065749
2014m6,-.3098104
2014m7,-.25277
2014m8,-.1589651
2014m9,.0326611
2014m10,.1709929
2014m11,.260872
2014m12,.320547
2015m1,.3196059
2015m2,.1264784
2015m3,.026349
2015m4,.0459086
2015m5,.0632958
2015m6,.1721324
2015m7,.1976125
2015m8,.22579
2015m9,.6957186
2015m10,1.634951
2015m11,2.510112
2015m12,2.617087
2016m1,1.932189
2016m2,1.182724
2016m3,.6980129
2016m4,.3559505
