date,cat_civic_engagement
2008m1,.6573816
2008m2,.9042349
2008m3,.9194177
2008m4,.8071412
2008m5,.4150946
2008m6,-.2173223
2008m7,-.5351488
2008m8,-.0997052
2008m9,1.069023
2008m10,1.799248
2008m11,1.612983
2008m12,.8586146
2009m1,.4257133
2009m2,.3713784
2009m3,.3211041
2009m4,.0615216
2009m5,-.3229914
2009m6,-.8253757
2009m7,-1.11995
2009m8,-.9430515
2009m9,-.3462422
2009m10,.0296674
2009m11,.0097811
2009m12,-.2937401
2010m1,-.3862226
2010m2,-.2939807
2010m3,-.2035724
2010m4,-.3291168
2010m5,-.7235016
2010m6,-1.470226
2010m7,-2.012593
2010m8,-1.979041
2010m9,-1.511062
2010m10,-1.090939
2010m11,-.9445504
2010m12,-.8544701
2011m1,-.3166744
2011m2,.223
2011m3,.4789835
2011m4,.4279527
2011m5,.0818664
2011m6,-.5009137
2011m7,-.8295544
2011m8,-.6128151
2011m9,-.0216658
2011m10,.3763511
2011m11,.351513
2011m12,.0272929
2012m1,-.1193587
2012m2,-.0290285
2012m3,.0225709
2012m4,-.0932411
2012m5,-.3460796
2012m6,-.8179979
2012m7,-.9494023
2012m8,-.4031514
2012m9,.5142334
2012m10,.9708533
2012m11,.7711287
2012m12,.1637506
2013m1,-.0831905
2013m2,.0080461
2013m3,.1677877
2013m4,.1024904
2013m5,-.2754804
2013m6,-.93769
2013m7,-1.200378
2013m8,-.7849757
2013m9,.081153
2013m10,.5725528
2013m11,.5041712
2013m12,.2227382
2014m1,.1360344
2014m2,.2574527
2014m3,.2712618
2014m4,.1381928
2014m5,-.210177
2014m6,-.7722153
2014m7,-.9292434
2014m8,-.4356413
2014m9,.5425819
2014m10,1.042022
2014m11,.8859197
2014m12,.4042495
2015m1,.2365705
2015m2,.3897493
2015m3,.5095075
2015m4,.3842404
2015m5,.0008091
2015m6,-.5914446
2015m7,-.7864124
2015m8,-.3324054
2015m9,.5779387
2015m10,1.075234
2015m11,1.03117
2015m12,.7935228
2016m1,.8075483
2016m2,.9860878
2016m3,1.047778
2016m4,1.033328
