region,date,mal_etre
Franche-Comte,2013m1,-1.0585269
Franche-Comte,2013m2,-.77602553
Franche-Comte,2013m3,-.5877381
Franche-Comte,2013m4,-1.2701876
Franche-Comte,2013m5,-.68478358
Franche-Comte,2013m6,-1.2044356
Franche-Comte,2013m7,-1.7283775
Franche-Comte,2013m8,-1.759418
Franche-Comte,2013m9,-.60180521
Franche-Comte,2013m10,-.60907686
Franche-Comte,2013m11,-.98832178
Franche-Comte,2013m12,-1.432343
Franche-Comte,2014m1,-.71370357
Franche-Comte,2014m2,-.21245652
Franche-Comte,2014m3,-.41521597
Franche-Comte,2014m4,-.73230785
Franche-Comte,2014m5,-.36186653
Franche-Comte,2014m6,-.63346678
Franche-Comte,2014m7,-1.4707512
Franche-Comte,2014m8,-.37486169
Franche-Comte,2014m9,.062269486
Franche-Comte,2014m10,.23933324
Franche-Comte,2014m11,-.009734178
Franche-Comte,2014m12,-.51278353
Franche-Comte,2015m1,-.16409741
Franche-Comte,2015m2,.45915943
Franche-Comte,2015m3,.74147797
Franche-Comte,2015m4,.41256249
Franche-Comte,2015m5,.31350648
Franche-Comte,2015m6,.074205667
Franche-Comte,2015m7,-.35224661
Franche-Comte,2015m8,-.48421037
Franche-Comte,2015m9,.81348562
Franche-Comte,2015m10,.77731639
Franche-Comte,2015m11,.70653641
Franche-Comte,2015m12,.23050807
Franche-Comte,2016m1,1.659982
Franche-Comte,2016m2,1.3735105
Franche-Comte,2016m3,1.6720691
Franche-Comte,2016m4,.68215966
Franche-Comte,2016m5,.26064867
Franche-Comte,2016m6,.017840503
Franche-Comte,2016m7,-.83498633
Franche-Comte,2016m8,-.041572876
Franche-Comte,2016m9,1.2999156
Franche-Comte,2016m10,1.0760883
Franche-Comte,2016m11,1.6052454
Franche-Comte,2016m12,.8835367
Franche-Comte,2017m1,1.3294463
Franche-Comte,2017m2,2.0198338
Franche-Comte,2017m3,2.3256187
