region,date,recherche_emploi
Alsace,2013m1,1.2847049
Alsace,2013m2,.51576072
Alsace,2013m3,1.3605341
Alsace,2013m4,-.026867367
Alsace,2013m5,-.30215484
Alsace,2013m6,-.0593067
Alsace,2013m7,-1.5096253
Alsace,2013m8,-1.4906136
Alsace,2013m9,.54167068
Alsace,2013m10,-.30423817
Alsace,2013m11,-.46534428
Alsace,2013m12,-1.3433833
Alsace,2014m1,.53235954
Alsace,2014m2,1.1445785
Alsace,2014m3,1.4893988
Alsace,2014m4,-.33770773
Alsace,2014m5,-.40811631
Alsace,2014m6,-.05806829
Alsace,2014m7,-1.0915976
Alsace,2014m8,-.99163079
Alsace,2014m9,.89019632
Alsace,2014m10,.60176235
Alsace,2014m11,-.033556297
Alsace,2014m12,-1.5533991
Alsace,2015m1,.7482242
Alsace,2015m2,.93391448
Alsace,2015m3,1.422639
Alsace,2015m4,.67496878
Alsace,2015m5,.10644469
Alsace,2015m6,.26316476
Alsace,2015m7,-.75668526
Alsace,2015m8,-.97153461
Alsace,2015m9,.51543796
Alsace,2015m10,-.088644132
Alsace,2015m11,-.48804089
Alsace,2015m12,-1.3720649
Alsace,2016m1,.88674349
Alsace,2016m2,.98082322
Alsace,2016m3,1.0360074
Alsace,2016m4,.25729221
Alsace,2016m5,-.027814198
Alsace,2016m6,-.25093785
Alsace,2016m7,-1.3457973
Alsace,2016m8,-1.1947329
Alsace,2016m9,.79735893
Alsace,2016m10,-.041005731
Alsace,2016m11,-.20014735
Alsace,2016m12,-1.7549874
Alsace,2017m1,.23868023
Alsace,2017m2,.94545031
Alsace,2017m3,.89913929
