date,swb_respect
2008m1,-1.501486
2008m2,-1.613428
2008m3,-1.413231
2008m4,-.7580885
2008m5,-.6115611
2008m6,-.5349609
2008m7,-.5820626
2008m8,-.3331292
2008m9,.3604728
2008m10,.4673859
2008m11,.1302666
2008m12,-.4304467
2009m1,-.3594304
2009m2,-.0835329
2009m3,.504287
2009m4,.4684041
2009m5,.1363897
2009m6,.1211588
2009m7,.2423275
2009m8,.0956705
2009m9,.2596246
2009m10,.1343795
2009m11,-.2575058
2009m12,.0283461
2010m1,.9813341
2010m2,1.393005
2010m3,1.068966
2010m4,.3967995
2010m5,-.6842127
2010m6,-1.57866
2010m7,-2.026402
2010m8,-1.80625
2010m9,-1.354331
2010m10,-1.22795
2010m11,-.9893188
2010m12,-.3847647
2011m1,-.0594118
2011m2,-.321975
2011m3,-.6637907
2011m4,-.9047688
2011m5,-.7442704
2011m6,-.7804771
2011m7,-.810355
2011m8,-.7715704
2011m9,-.352236
2011m10,.0442149
2011m11,.4749842
2011m12,.8777462
2012m1,.9355133
2012m2,.7009223
2012m3,.3601553
2012m4,.0937857
2012m5,-.23918
2012m6,-.4202847
2012m7,-.4683457
2012m8,-.4571262
2012m9,-.5267676
2012m10,-.5048315
2012m11,-.4993464
2012m12,-.3277432
2013m1,-.0366956
2013m2,-.1100645
2013m3,-.6539221
2013m4,-1.125978
2013m5,-1.225203
2013m6,-.7427177
2013m7,-.2475446
2013m8,.1911051
2013m9,.4472399
2013m10,.3216981
2013m11,-.1278561
2013m12,-.3731549
2014m1,-.3503945
2014m2,-.3884807
2014m3,-.4159462
2014m4,-.3775899
2014m5,-.4532937
2014m6,-.7313181
2014m7,-1.106286
2014m8,-1.205043
2014m9,-1.176086
2014m10,-1.076667
2014m11,-.6376237
2014m12,-.1624642
2015m1,-.0811777
2015m2,-.2779744
2015m3,-.4780308
2015m4,-.6123806
2015m5,-.796405
2015m6,-1.038151
2015m7,-1.338413
2015m8,-1.421593
2015m9,-1.291644
2015m10,-1.115178
2015m11,-1.120491
2015m12,-1.227426
2016m1,-1.055461
2016m2,-1.213932
2016m3,-1.366064
2016m4,-1.732407
