date,cat_housing
2011m1,.846231
2011m2,.2987783
2011m3,.0007707
2011m4,-.1096484
2011m5,.3316091
2011m6,.9730061
2011m7,1.420796
2011m8,1.55639
2011m9,1.39701
2011m10,1.10793
2011m11,.6093473
2011m12,.3171196
2012m1,.6310629
2012m2,.9535974
2012m3,1.138062
2012m4,1.038932
2012m5,.8601705
2012m6,.8835559
2012m7,.9030639
2012m8,.8096503
2012m9,.436588
2012m10,-.0436219
2012m11,-.3083733
2012m12,-.1472679
2013m1,.2619387
2013m2,.4900873
2013m3,.5849901
2013m4,.6728656
2013m5,.8878521
2013m6,1.307501
2013m7,1.313306
2013m8,.6521652
2013m9,-.1322407
2013m10,-.7180306
2013m11,-1.250194
2013m12,-1.483229
2014m1,-1.371947
2014m2,-1.120643
2014m3,-.8843057
2014m4,-.717698
2014m5,-.6375454
2014m6,-.4044668
2014m7,-.3035987
2014m8,-.534366
2014m9,-.9403828
2014m10,-1.37415
2014m11,-1.547156
2014m12,-1.158683
2015m1,-.3760993
2015m2,.0095352
2015m3,.1066055
2015m4,.1190471
2015m5,.0213688
2015m6,.0945777
2015m7,.1008505
2015m8,-.1974535
2015m9,-.5735082
2015m10,-.9817832
2015m11,-1.294597
2015m12,-1.372081
2016m1,-1.253518
2016m2,-1.016626
2016m3,-.6915164
2016m4,-.1916323
