region,date,droite_id
PACA,2013m1,-.0095356777
PACA,2013m2,.09298379
PACA,2013m3,.32920343
PACA,2013m4,-.09777458
PACA,2013m5,-.49883932
PACA,2013m6,-.75860977
PACA,2013m7,-1.4566561
PACA,2013m8,-1.6426675
PACA,2013m9,-.44689146
PACA,2013m10,-.31397307
PACA,2013m11,-.20099786
PACA,2013m12,-.56671298
PACA,2014m1,-.49324858
PACA,2014m2,-.25900465
PACA,2014m3,-.13178611
PACA,2014m4,-.31361994
PACA,2014m5,-.023328576
PACA,2014m6,-.52289218
PACA,2014m7,-1.1622497
PACA,2014m8,-.76538622
PACA,2014m9,.96993971
PACA,2014m10,.53510386
PACA,2014m11,.58717954
PACA,2014m12,-.0021787079
PACA,2015m1,.44594207
PACA,2015m2,.35442713
PACA,2015m3,.11909857
PACA,2015m4,.18080615
PACA,2015m5,-.048084084
PACA,2015m6,-.1664183
PACA,2015m7,-.60048389
PACA,2015m8,-.39157587
PACA,2015m9,.90265787
PACA,2015m10,1.1057643
PACA,2015m11,.44609019
PACA,2015m12,.39567417
PACA,2016m1,.39171651
PACA,2016m2,.11734805
PACA,2016m3,.30760092
PACA,2016m4,.29374444
PACA,2016m5,.18472448
PACA,2016m6,-.45706269
PACA,2016m7,-.73952395
PACA,2016m8,-.59824389
PACA,2016m9,.93631446
PACA,2016m10,.88781893
PACA,2016m11,.86302143
PACA,2016m12,.43013847
PACA,2017m1,.82463765
PACA,2017m2,.72194749
PACA,2017m3,.78345311
