date,swb_job_satisfaction
2008m1,-.3160556
2008m2,-.1083721
2008m3,.0855618
2008m4,.094584
2008m5,-.1768281
2008m6,-.3714689
2008m7,-.4481905
2008m8,-.4293332
2008m9,.0241614
2008m10,.7878379
2008m11,1.714267
2008m12,2.288103
2009m1,2.553843
2009m2,2.528499
2009m3,2.378554
2009m4,1.922545
2009m5,1.372628
2009m6,1.171072
2009m7,1.114092
2009m8,1.140233
2009m9,1.452032
2009m10,1.788141
2009m11,1.868745
2009m12,1.677938
2010m1,1.714804
2010m2,1.906516
2010m3,2.258447
2010m4,2.153322
2010m5,1.763146
2010m6,1.464178
2010m7,1.287815
2010m8,1.202348
2010m9,1.251934
2010m10,1.211097
2010m11,.9533931
2010m12,.8646648
2011m1,.7244383
2011m2,.6286821
2011m3,.5131229
2011m4,.4322157
2011m5,.3108832
2011m6,.1646627
2011m7,.0462142
2011m8,.1472891
2011m9,.3892411
2011m10,.6943735
2011m11,.7502285
2011m12,.6361034
2012m1,.4142221
2012m2,.2147726
2012m3,.161793
2012m4,.1885722
2012m5,.2267175
2012m6,.1821961
2012m7,.1915291
2012m8,.261533
2012m9,.4470788
2012m10,.5535915
2012m11,.44374
2012m12,.2567118
2013m1,.1019679
2013m2,-.0206359
2013m3,-.1193972
2013m4,-.2124325
2013m5,-.3955232
2013m6,-.4663464
2013m7,-.4467765
2013m8,-.361066
2013m9,-.3240105
2013m10,-.1945649
2013m11,-.2068237
2013m12,-.1677854
2014m1,-.0636925
2014m2,-.0463229
2014m3,-.1116577
2014m4,-.2362402
2014m5,-.411479
2014m6,-.572742
2014m7,-.5767581
2014m8,-.5537589
2014m9,-.5343102
2014m10,-.5861825
2014m11,-.5741268
2014m12,-.6061148
2015m1,-.670408
2015m2,-.6963351
2015m3,-.7710882
2015m4,-.8915549
2015m5,-1.028219
2015m6,-1.139711
2015m7,-1.085454
2015m8,-1.042211
2015m9,-.8832937
2015m10,-.718523
2015m11,-.6545898
2015m12,-.7416674
2016m1,-.778109
2016m2,-.702195
2016m3,-.5425258
2016m4,-.3168457
