date,cat_financial_security
2011m1,.6175258
2011m2,.0746117
2011m3,-.2719577
2011m4,-.1325373
2011m5,.1330162
2011m6,.3409177
2011m7,.2422461
2011m8,-.1367019
2011m9,-.5598267
2011m10,-1.179532
2011m11,-1.848226
2011m12,-2.205289
2012m1,-2.056756
2012m2,-1.910034
2012m3,-1.570531
2012m4,-.7779771
2012m5,.0060149
2012m6,.4518003
2012m7,.5415497
2012m8,.3036207
2012m9,-.0344622
2012m10,-.2600791
2012m11,-.2069369
2012m12,.3476813
2013m1,1.16815
2013m2,1.159616
2013m3,.722647
2013m4,.396835
2013m5,.1060519
2013m6,-.0773062
2013m7,-.070732
2013m8,-.2047316
2013m9,-.3394404
2013m10,-.3108211
2013m11,-.2549673
2013m12,-.0507921
2014m1,.1370527
2014m2,.0083356
2014m3,-.0212606
2014m4,-.0864018
2014m5,-.112846
2014m6,.0843369
2014m7,.3006925
2014m8,.0375864
2014m9,-.4430403
2014m10,-.7388805
2014m11,-.7443895
2014m12,-.2647834
2015m1,.462487
2015m2,.7890511
2015m3,.8301804
2015m4,.6235723
2015m5,.5333006
2015m6,.7606941
2015m7,.7965375
2015m8,.3985524
2015m9,-.1288213
2015m10,-.4394332
2015m11,-.521158
2015m12,-.1211527
2016m1,.5696964
2016m2,1.098339
2016m3,1.66087
2016m4,2.378236
