anger
.5238957
-.251684
.0952622
-.4612005
.0164816
-.2244254
.678918
1.197909
.7677521
.4496214
-.9938945
.2878776
-.3558531
.5385628
-1.484989
-1.723034
-1.069247
-1.504476
-.4060602
.4690665
1.0453
-.4355745
.5666251
-.9862515
-.0183907
-1.09715
-1.307387
-1.018504
-1.281185
-.6986263
.2445899
.7581133
-.6737751
.0021823
-.073401
.6865197
-.0273433
-.1888628
-.7988909
-.1748134
-.3735187
-1.352243
.7541149
.9484591
.3283661
.3539292
.4059929
.6823319
.525329
.0958073
-.4195945
.0587578
-.6312458
-.4759435
.4471397
.4535668
.855092
