date,swb_sadness
2011m1,.0667269
2011m2,-.1972543
2011m3,-.2819267
2011m4,-.3186568
2011m5,-.3949153
2011m6,-.5948933
2011m7,-.617378
2011m8,-.0453103
2011m9,.386793
2011m10,.4634731
2011m11,.2571035
2011m12,-.1547488
2012m1,-.607442
2012m2,-.9306765
2012m3,-1.235007
2012m4,-1.278467
2012m5,-1.444262
2012m6,-1.293493
2012m7,-1.110531
2012m8,-.9425638
2012m9,-.3591356
2012m10,.0714017
2012m11,.7023569
2012m12,1.064121
2013m1,.7201685
2013m2,.2057183
2013m3,-.2998233
2013m4,-.6340142
2013m5,-.8624445
2013m6,-.9156318
2013m7,-.8234906
2013m8,-.5771921
2013m9,-.5597906
2013m10,-.8009442
2013m11,-.6934373
2013m12,-.379603
2014m1,-.1804969
2014m2,-.4075865
2014m3,-.9336308
2014m4,-1.543619
2014m5,-1.898629
2014m6,-1.947735
2014m7,-1.536749
2014m8,-.78195
2014m9,-.2957387
2014m10,-.514119
2014m11,-.6131874
2014m12,-.795976
2015m1,-1.104532
2015m2,-1.646322
2015m3,-1.805924
2015m4,-1.566258
2015m5,-1.104192
2015m6,-1.082531
2015m7,-1.252668
2015m8,-1.111563
2015m9,-.8418064
2015m10,-.4734441
2015m11,-.174828
2015m12,-.3880616
2016m1,-.9577271
2016m2,-1.658922
2016m3,-2.508922
2016m4,-3.562015
