date,cat_job_growth
2008m1,2.043013
2008m2,2.374213
2008m3,2.353692
2008m4,2.006239
2008m5,1.454413
2008m6,1.091908
2008m7,.8676054
2008m8,1.155529
2008m9,1.859408
2008m10,2.100408
2008m11,1.709928
2008m12,1.413986
2009m1,1.411551
2009m2,1.391028
2009m3,1.173443
2009m4,.8372778
2009m5,.4889113
2009m6,.1632686
2009m7,-.1507493
2009m8,-.1765855
2009m9,-.0229829
2009m10,.1495271
2009m11,.1840292
2009m12,.2251492
2010m1,.4493334
2010m2,.6130804
2010m3,.7493927
2010m4,.5856331
2010m5,.23358
2010m6,-.3100396
2010m7,-.7612309
2010m8,-.8334891
2010m9,-.5311407
2010m10,-.0050097
2010m11,.2100887
2010m12,.0149456
2011m1,-.2987768
2011m2,-.4467063
2011m3,-.4649167
2011m4,-.5597014
2011m5,-.7144423
2011m6,-.908239
2011m7,-.9371121
2011m8,-.7709903
2011m9,-.6249887
2011m10,-.6862814
2011m11,-.9195214
2011m12,-1.033621
2012m1,-.8601366
2012m2,-.6562216
2012m3,-.503641
2012m4,-.612691
2012m5,-.7618126
2012m6,-.9846816
2012m7,-1.083853
2012m8,-.8907654
2012m9,-.6078219
2012m10,-.4436205
2012m11,-.6482431
2012m12,-.8045529
2013m1,-.64302
2013m2,-.5102822
2013m3,-.4339398
2013m4,-.4174757
2013m5,-.7078136
2013m6,-1.120336
2013m7,-1.276325
2013m8,-1.238109
2013m9,-1.095278
2013m10,-.8516744
2013m11,-.6944357
2013m12,-.6390852
2014m1,-.6086666
2014m2,-.3904265
2014m3,-.3203732
2014m4,-.4165446
2014m5,-.702308
2014m6,-.9445139
2014m7,-1.046743
2014m8,-.8203476
2014m9,-.3851349
2014m10,-.0356636
2014m11,-.0772722
2014m12,-.0491108
2015m1,.0851381
2015m2,.4374024
2015m3,.5758563
2015m4,.4187602
2015m5,-.029685
2015m6,-.4377283
2015m7,-.5122274
2015m8,-.2553151
2015m9,.3174794
2015m10,.8181588
2015m11,.9083294
2015m12,.850061
2016m1,.7492849
2016m2,.7442988
2016m3,.7128708
2016m4,.746178
