region,date,immigration
Bourgogne,2013m1,-1.0474229
Bourgogne,2013m2,-1.0522562
Bourgogne,2013m3,-.26643467
Bourgogne,2013m4,-.54168683
Bourgogne,2013m5,-.13235505
Bourgogne,2013m6,-.7358669
Bourgogne,2013m7,-1.0536938
Bourgogne,2013m8,-.53990513
Bourgogne,2013m9,.07631997
Bourgogne,2013m10,.13629024
Bourgogne,2013m11,-.10884628
Bourgogne,2013m12,-.26955545
Bourgogne,2014m1,.069720134
Bourgogne,2014m2,-.084719628
Bourgogne,2014m3,-.5530889
Bourgogne,2014m4,-.58777726
Bourgogne,2014m5,-.59705168
Bourgogne,2014m6,-.52579528
Bourgogne,2014m7,-.67258632
Bourgogne,2014m8,-.8481794
Bourgogne,2014m9,-.060804598
Bourgogne,2014m10,-.15545931
Bourgogne,2014m11,-.34457394
Bourgogne,2014m12,-.17232531
Bourgogne,2015m1,-.55937028
Bourgogne,2015m2,-.46221805
Bourgogne,2015m3,-.86467457
Bourgogne,2015m4,-.11555558
Bourgogne,2015m5,-.41258591
Bourgogne,2015m6,-.72833246
Bourgogne,2015m7,-.68858802
Bourgogne,2015m8,.86094511
Bourgogne,2015m9,4.1190929
Bourgogne,2015m10,1.2281146
Bourgogne,2015m11,.84282041
Bourgogne,2015m12,.51748216
Bourgogne,2016m1,.92239952
Bourgogne,2016m2,.31172398
Bourgogne,2016m3,-.019871855
Bourgogne,2016m4,.77108365
Bourgogne,2016m5,-.050528742
Bourgogne,2016m6,-.20980299
Bourgogne,2016m7,-.042832032
Bourgogne,2016m8,.068309247
Bourgogne,2016m9,.99643296
Bourgogne,2016m10,2.1245868
Bourgogne,2016m11,1.143025
Bourgogne,2016m12,.32439137
Bourgogne,2017m1,.068049535
Bourgogne,2017m2,-.44637063
Bourgogne,2017m3,.22644269
