date,cat_education
2008m1,1.272485
2008m2,1.19099
2008m3,1.017829
2008m4,.7168652
2008m5,.2048382
2008m6,-.1160725
2008m7,.0826988
2008m8,.7755059
2008m9,1.406294
2008m10,1.51909
2008m11,1.227053
2008m12,.9333265
2009m1,1.077569
2009m2,1.279612
2009m3,1.298651
2009m4,1.040839
2009m5,.5822538
2009m6,.2338899
2009m7,.3775418
2009m8,1.060613
2009m9,1.579521
2009m10,1.68515
2009m11,1.435618
2009m12,1.183665
2010m1,1.367869
2010m2,1.620964
2010m3,1.659383
2010m4,1.350107
2010m5,.7320864
2010m6,.1916557
2010m7,.1465742
2010m8,.6287342
2010m9,1.068353
2010m10,1.05684
2010m11,.6896602
2010m12,.2496348
2011m1,.1937047
2011m2,.2449262
2011m3,.1159728
2011m4,-.1317475
2011m5,-.4438162
2011m6,-.6732034
2011m7,-.5340254
2011m8,-.015539
2011m9,.2795389
2011m10,.206999
2011m11,-.0672524
2011m12,-.3044868
2012m1,-.2067799
2012m2,-.126503
2012m3,-.1853471
2012m4,-.4488924
2012m5,-.8834491
2012m6,-1.209447
2012m7,-1.097583
2012m8,-.5760981
2012m9,-.2301815
2012m10,-.232145
2012m11,-.5002958
2012m12,-.8027623
2013m1,-.7599984
2013m2,-.632785
2013m3,-.5604451
2013m4,-.6864485
2013m5,-1.064517
2013m6,-1.386325
2013m7,-1.266044
2013m8,-.7481645
2013m9,-.3741179
2013m10,-.3261015
2013m11,-.5268058
2013m12,-.6839499
2014m1,-.5575874
2014m2,-.3960339
2014m3,-.3562944
2014m4,-.5594639
2014m5,-1.019277
2014m6,-1.380971
2014m7,-1.306141
2014m8,-.7374556
2014m9,-.2714632
2014m10,-.2086283
2014m11,-.4328531
2014m12,-.5815063
2015m1,-.3972631
2015m2,-.2391079
2015m3,-.2629598
2015m4,-.5848718
2015m5,-1.116028
2015m6,-1.501397
2015m7,-1.345044
2015m8,-.6483359
2015m9,-.1540221
2015m10,-.1490959
2015m11,-.4051632
2015m12,-.5434023
2016m1,-.3459842
2016m2,-.2613207
2016m3,-.4834406
2016m4,-.9384596
