date,swb_happiness
2008m1,.2446873
2008m2,.0671846
2008m3,.1978823
2008m4,.1379258
2008m5,-.0359485
2008m6,-.2494936
2008m7,-.3380547
2008m8,-.4552164
2008m9,-.8226625
2008m10,-1.125173
2008m11,-1.40244
2008m12,-1.802118
2009m1,-2.485986
2009m2,-2.663001
2009m3,-2.033839
2009m4,-1.173731
2009m5,-.8226842
2009m6,-.7898797
2009m7,-1.06528
2009m8,-1.335497
2009m9,-1.529017
2009m10,-1.235126
2009m11,-1.583004
2009m12,-1.967659
2010m1,-2.511729
2010m2,-2.449851
2010m3,-2.201111
2010m4,-1.662494
2010m5,-1.176802
2010m6,-1.173674
2010m7,-1.213082
2010m8,-1.318474
2010m9,-1.561282
2010m10,-1.406507
2010m11,-1.028321
2010m12,-.8107569
2011m1,-.6506044
2011m2,-.2673965
2011m3,.0986572
2011m4,.4498206
2011m5,.3530793
2011m6,-.107678
2011m7,-.4615276
2011m8,-.4964434
2011m9,-.3260604
2011m10,-.0864484
2011m11,.1170565
2011m12,.1118349
2012m1,-.0935972
2012m2,-.0683309
2012m3,.0684436
2012m4,.1788817
2012m5,.1588348
2012m6,-.0682974
2012m7,-.4413246
2012m8,-.9584818
2012m9,-1.225653
2012m10,-1.141733
2012m11,-.9188576
2012m12,-.8589705
2013m1,-1.144513
2013m2,-.9186996
2013m3,-.5795889
2013m4,-.1895733
2013m5,.0579804
2013m6,.0271284
2013m7,-.1381938
2013m8,-.4334957
2013m9,-.5427793
2013m10,-.340519
2013m11,-.0977052
2013m12,-.3230544
2014m1,-1.001286
2014m2,-1.21321
2014m3,-.9857081
2014m4,-.4966232
2014m5,-.0545675
2014m6,-.0827716
2014m7,-.2043474
2014m8,-.2765578
2014m9,-.0852823
2014m10,.3159786
2014m11,.4346612
2014m12,.3667036
2015m1,.2689066
2015m2,.4458514
2015m3,.6261847
2015m4,.5483465
2015m5,.3344025
2015m6,-.0615841
2015m7,-.3508008
2015m8,-.4782832
2015m9,-.3535321
2015m10,.0232821
2015m11,.4101222
2015m12,.4567621
2016m1,.2035849
2016m2,.0873821
2016m3,.1375692
2016m4,.0975537
