respect
1.328489
1.030903
.1337054
1.018323
-.5693453
.6553461
-1.616508
-2.054125
-1.152462
-2.567429
-2.022542
-2.675797
.7200272
-.3123859
.893937
-.603046
.5185976
-.7325206
-.420915
-.2042757
-1.36106
-.0621936
-1.186261
-.298789
3.355788
1.278585
1.671072
1.18897
.6895169
-.1603216
.1578863
-.7562036
.525957
.0383392
-.1919275
-.122664
1.021413
.2650095
1.429993
.9142807
.7009246
1.217593
.5221305
-.5723313
.6656416
.5121049
-.2598172
-.4620671
2.058043
.7492581
2.173034
1.803353
1.106169
1.786173
1.139587
.2352043
-.6003693
