laugh
-1.20988
.0425381
-.2131915
-.2635582
-1.291744
-.3898049
-.052133
-1.181823
.013011
-1.872782
-.3820888
-.4569614
-.1268605
.2608393
1.618646
1.226541
.9239892
-.1328081
.4645011
1.131567
-.2252531
-.2970386
-2.072056
-1.222656
-1.875119
.4819833
.8545275
1.516695
.9342909
.5128898
.7563984
-.0492661
.2634968
1.650028
1.276294
-1.351479
-1.814639
-.3617996
.9235108
1.64693
-.0032282
.5707943
.6842001
.0995796
-.2358024
-.3588497
-.5089692
-.1442152
-1.082363
.2029217
.637388
1.341885
.6793
.4050676
.7551925
-.0280762
-.39056
