region,date,solidarite
Languedoc-Roussillon,2013m1,.48006716
Languedoc-Roussillon,2013m2,-.34243339
Languedoc-Roussillon,2013m3,.32169139
Languedoc-Roussillon,2013m4,-.063195013
Languedoc-Roussillon,2013m5,-.34904331
Languedoc-Roussillon,2013m6,-.010328062
Languedoc-Roussillon,2013m7,-.58464837
Languedoc-Roussillon,2013m8,-.69684279
Languedoc-Roussillon,2013m9,.11692023
Languedoc-Roussillon,2013m10,.0052459817
Languedoc-Roussillon,2013m11,.22084534
Languedoc-Roussillon,2013m12,-.11022259
Languedoc-Roussillon,2014m1,-.0052849725
Languedoc-Roussillon,2014m2,-.41337267
Languedoc-Roussillon,2014m3,.19276722
Languedoc-Roussillon,2014m4,-.084256247
Languedoc-Roussillon,2014m5,-.40758967
Languedoc-Roussillon,2014m6,.065353155
Languedoc-Roussillon,2014m7,-.61551046
Languedoc-Roussillon,2014m8,-.27453506
Languedoc-Roussillon,2014m9,.54749846
Languedoc-Roussillon,2014m10,.18352149
Languedoc-Roussillon,2014m11,.05055625
Languedoc-Roussillon,2014m12,-.44347215
Languedoc-Roussillon,2015m1,.12938783
Languedoc-Roussillon,2015m2,-.029431712
Languedoc-Roussillon,2015m3,.34490967
Languedoc-Roussillon,2015m4,.071165897
Languedoc-Roussillon,2015m5,.14543581
Languedoc-Roussillon,2015m6,.062647551
Languedoc-Roussillon,2015m7,-.33850232
Languedoc-Roussillon,2015m8,-.68086213
Languedoc-Roussillon,2015m9,.45943317
Languedoc-Roussillon,2015m10,.11283105
Languedoc-Roussillon,2015m11,.36880472
Languedoc-Roussillon,2015m12,-.27807444
Languedoc-Roussillon,2016m1,.71703541
Languedoc-Roussillon,2016m2,.62796205
Languedoc-Roussillon,2016m3,.28500164
Languedoc-Roussillon,2016m4,.28679389
Languedoc-Roussillon,2016m5,.23897626
Languedoc-Roussillon,2016m6,-.09895584
Languedoc-Roussillon,2016m7,-1.0997797
Languedoc-Roussillon,2016m8,-.91895288
Languedoc-Roussillon,2016m9,.25690448
Languedoc-Roussillon,2016m10,.28077891
Languedoc-Roussillon,2016m11,.48480403
Languedoc-Roussillon,2016m12,-.099718221
Languedoc-Roussillon,2017m1,.24947031
Languedoc-Roussillon,2017m2,.16237149
Languedoc-Roussillon,2017m3,.73320985
