summer_leisure_f
-.9169816
-.8525921
-.5809541
.3109538
.9198014
1.591706
2.005979
1.187901
-.2108364
-.6697975
-1.062393
-.7775896
-.8525786
-.6746506
-.2691825
.5066272
1.00714
1.595974
1.874161
1.250869
-.0275959
-.778068
-.8875204
-.8820718
-1.086807
-.8960151
-.4062777
-.0180901
.8819951
1.241271
1.505891
1.350298
-.2193846
-.6796786
-1.071222
-.7876455
-1.040497
-1.1626
-.9103354
-.104705
.485462
1.158935
1.512665
1.169713
-.4962128
-.9370671
-1.167256
-.9691803
-1.017809
-1.093109
-1.004598
-.2672184
.6837495
.7613826
1.4537
.9794499
-.6571049
