date,swb_laugh
2011m1,-1.553434
2011m2,-.4111626
2011m3,.2484552
2011m4,.4369197
2011m5,.6564571
2011m6,1.158961
2011m7,1.294623
2011m8,1.076477
2011m9,.8731881
2011m10,.8438122
2011m11,.9568285
2011m12,.7015423
2012m1,.5233061
2012m2,.5618303
2012m3,.3355299
2012m4,.2437533
2012m5,.3309828
2012m6,.5753649
2012m7,.8580742
2012m8,.9394667
2012m9,.7730563
2012m10,.7478305
2012m11,.4986168
2012m12,.4927658
2013m1,.5436151
2013m2,.931995
2013m3,1.238692
2013m4,1.287212
2013m5,1.412686
2013m6,1.542094
2013m7,1.664974
2013m8,1.138621
2013m9,.7805564
2013m10,1.016905
2013m11,1.3362
2013m12,.8964304
2014m1,.3067056
2014m2,.2094098
2014m3,.8128415
2014m4,1.215213
2014m5,1.293569
2014m6,1.373859
2014m7,1.042999
2014m8,.5222512
2014m9,.6094468
2014m10,1.163271
2014m11,1.775063
2014m12,1.565204
2015m1,.8663359
2015m2,.946997
2015m3,.9584109
2015m4,.7637457
2015m5,.7871424
2015m6,1.217304
2015m7,1.198468
2015m8,.6493697
2015m9,.2075481
2015m10,.1582305
2015m11,.1346897
2015m12,.247203
2016m1,.2476542
2016m2,.5111901
2016m3,.6435596
2016m4,1.00996
