date,cat_housing
2011m1,.8160326
2011m2,.4602458
2011m3,.1521826
2011m4,.0399442
2011m5,.1656064
2011m6,.4361978
2011m7,.8574961
2011m8,1.570406
2011m9,1.843294
2011m10,1.545378
2011m11,.9623315
2011m12,.6365892
2012m1,.8597504
2012m2,1.101889
2012m3,1.148771
2012m4,.9751798
2012m5,.8570346
2012m6,.9847542
2012m7,1.135677
2012m8,1.230855
2012m9,1.202812
2012m10,.8413957
2012m11,.3340006
2012m12,.0395976
2013m1,.2110472
2013m2,.363681
2013m3,.4004554
2013m4,.4578938
2013m5,.4278007
2013m6,.3337757
2013m7,.1311618
2013m8,-.2463608
2013m9,-.687359
2013m10,-1.186537
2013m11,-1.610151
2013m12,-1.75007
2014m1,-1.462575
2014m2,-1.191194
2014m3,-1.013457
2014m4,-.9384205
2014m5,-.949589
2014m6,-.9106629
2014m7,-.9728029
2014m8,-1.069408
2014m9,-1.200832
2014m10,-1.282898
2014m11,-1.307693
2014m12,-1.125271
2015m1,-.6481646
2015m2,-.3429124
2015m3,-.0360115
2015m4,.1868685
2015m5,.3330805
2015m6,.4424499
2015m7,.4021719
2015m8,.0131713
2015m9,-.4963396
2015m10,-.9091483
2015m11,-1.166148
2015m12,-1.082848
2016m1,-.7047985
2016m2,-.2774062
2016m3,.0921336
2016m4,.5759493
