date,cat_layoffs
2008m1,-1.03145
2008m2,-.8756164
2008m3,-.8737367
2008m4,-.9700103
2008m5,-1.044594
2008m6,-1.025807
2008m7,-1.061607
2008m8,-.9590428
2008m9,-.3638652
2008m10,.6406944
2008m11,1.595099
2008m12,2.188873
2009m1,2.627872
2009m2,2.633213
2009m3,2.228431
2009m4,1.495192
2009m5,.93625
2009m6,.7293718
2009m7,.6932153
2009m8,.7570183
2009m9,1.15761
2009m10,1.565002
2009m11,1.95658
2009m12,2.148154
2010m1,2.18172
2010m2,2.032435
2010m3,1.624937
2010m4,1.296762
2010m5,1.013477
2010m6,.7389836
2010m7,.4226995
2010m8,.2536984
2010m9,.2078129
2010m10,.3135612
2010m11,.3726096
2010m12,.4193109
2011m1,.3313774
2011m2,.2852064
2011m3,.0715914
2011m4,-.1963641
2011m5,-.3054251
2011m6,-.3296805
2011m7,-.4382478
2011m8,-.3223945
2011m9,-.0484363
2011m10,.1097586
2011m11,.1090172
2011m12,-.0060103
2012m1,-.0697185
2012m2,-.0455815
2012m3,-.1336354
2012m4,-.2202904
2012m5,-.2224241
2012m6,-.1780448
2012m7,-.1451756
2012m8,-.0814635
2012m9,.0547479
2012m10,.108014
2012m11,.0985172
2012m12,-.0558065
2013m1,-.1774136
2013m2,-.2354648
2013m3,-.3254372
2013m4,-.4792968
2013m5,-.6289428
2013m6,-.7297249
2013m7,-.8076876
2013m8,-.8148571
2013m9,-.7313929
2013m10,-.6255475
2013m11,-.5462117
2013m12,-.2360267
2014m1,.268909
2014m2,.4591097
2014m3,.2509344
2014m4,-.0572753
2014m5,-.3555276
2014m6,-.5491917
2014m7,-.6198794
2014m8,-.7076572
2014m9,-.7388695
2014m10,-.8304556
2014m11,-.949017
2014m12,-.9721679
2015m1,-.8727832
2015m2,-.8562558
2015m3,-.9110126
2015m4,-1.036452
2015m5,-1.116784
2015m6,-1.086143
2015m7,-1.025174
2015m8,-.9855835
2015m9,-.7436262
2015m10,-.5829515
2015m11,-.6535431
2015m12,-.8189376
2016m1,-.8139523
2016m2,-.7430248
2016m3,-.6148003
2016m4,-.3942689
