date,swb_job_satisfaction
2008m1,-.8757229
2008m2,-.8423542
2008m3,-.818029
2008m4,-.7816265
2008m5,-.7198125
2008m6,-.5348998
2008m7,-.5616472
2008m8,-.5767657
2008m9,-.2806009
2008m10,.2174118
2008m11,.8127978
2008m12,1.443617
2009m1,1.896583
2009m2,1.604329
2009m3,1.013794
2009m4,.3165346
2009m5,-.1508273
2009m6,-.1163564
2009m7,.047661
2009m8,.2845111
2009m9,.6122561
2009m10,1.241054
2009m11,1.69295
2009m12,1.675597
2010m1,1.514851
2010m2,1.488516
2010m3,1.481021
2010m4,1.089755
2010m5,.6420295
2010m6,.8045579
2010m7,.7085238
2010m8,.4911437
2010m9,.4732313
2010m10,.5706526
2010m11,.5570402
2010m12,.3208818
2011m1,-.0082702
2011m2,-.06641
2011m3,.0057068
2011m4,-.0790584
2011m5,-.2346024
2011m6,-.3199419
2011m7,-.3762086
2011m8,-.4579447
2011m9,-.3822707
2011m10,-.1239228
2011m11,-.0452166
2011m12,-.274168
2012m1,-.5724347
2012m2,-.6386694
2012m3,-.7356465
2012m4,-.8693352
2012m5,-.9598788
2012m6,-.8757914
2012m7,-.6817985
2012m8,-.6371669
2012m9,-.6485457
2012m10,-.541804
2012m11,-.5814207
2012m12,-.5988111
2013m1,-.6363504
2013m2,-.7484934
2013m3,-.9619491
2013m4,-1.117788
2013m5,-1.092158
2013m6,-1.076136
2013m7,-1.097093
2013m8,-1.081273
2013m9,-1.091402
2013m10,-1.065755
2013m11,-1.04202
2013m12,-1.069983
2014m1,-1.253214
2014m2,-1.413225
2014m3,-1.480561
2014m4,-1.457553
2014m5,-1.417914
2014m6,-1.22722
2014m7,-1.162058
2014m8,-1.224182
2014m9,-1.37713
2014m10,-1.406638
2014m11,-1.402703
2014m12,-1.139784
2015m1,-.9331068
2015m2,-.870545
2015m3,-.926349
2015m4,-1.013418
2015m5,-1.28119
2015m6,-1.43105
2015m7,-1.452119
2015m8,-1.477419
2015m9,-1.400172
2015m10,-1.30625
2015m11,-1.326615
2015m12,-1.402019
2016m1,-1.416927
2016m2,-1.371767
2016m3,-1.155473
2016m4,-.7461679
